Gene	Chromosome	Start	End	Canonical
EFNA4	1	155036299	155041649	NM_005227
UPK3B	7	76139969	76144568	NM_030570
GPATCH4	1	156565004	156571231	NM_182679
TSC2	16	2098616	2138611	NM_000548
SPDYE6	7	101988541	101996468	NM_001146210
VSIG10L	19	51835864	51845378	NM_001163922
CPSF4L	17	71244632	71257957	NM_001129885
PATE3	11	125658046	125660497	NM_001129883
KCTD15	19	34291359	34303853	NM_024076
GCSAM	3	111842301	111851967	NM_001190259
PKP1	1	201252830	201297964	NM_000299
PPT1	1	40539732	40562910	NM_000310
PKLR	1	155260362	155271186	NM_000298
PKD2	4	88928885	88996846	NM_000297
PDX1	13	28494275	28498838	NM_000209
INSR	19	7117066	7293902	NM_000208
CXorf66	X	139038054	139047655	NM_001013403
ZNF789	7	99074079	99085111	NM_213603
SEPT8	5	132087707	132112829	NM_015146
FLVCR2	14	76045315	76112815	NM_017791
LRRC72	7	16566577	16621114	NM_001195280
MET	7	116339138	116436178	NM_001127500
COL16A1	1	32118251	32167794	NM_001856
UBE2O	17	74387023	74449223	NM_022066
LRRC18	10	50118281	50122200	NM_001006939
CYP4X1	1	47489489	47515846	NM_178033
GGT7	20	33433130	33460618	NM_178026
SPRR1A	1	152957706	152957976	NM_001199828
TUBB4A	19	6495174	6502223	NM_006087
BPNT1	1	220232185	220253188	NM_006085
IRF9	14	24631353	24635405	NM_006084
KRT7	12	52627080	52642544	NM_005556
IK	5	140027493	140041914	NM_006083
RNPS1	16	2303964	2314644	NM_080594
SERPINI2	3	167159896	167191544	NM_001012303
XRCC2	7	152345726	152373164	NM_005431
PIK3CA	3	178916613	178952152	NM_006218
PROP1	5	177419709	177422934	NM_006261
ELL2	5	95224574	95297425	NM_012081
HDHD1	X	6968336	7066154	NM_001135565
LRRC39	1	100614597	100634072	NM_001256385
GDA	9	74764475	74865720	NM_001242506
BAI1	8	143545559	143625778	NM_001702
ZNF263	16	3333818	3340558	NM_005741
DNAL4	22	39175453	39178736	NM_005740
ACTR1A	10	104240619	104262404	NM_005736
ACTR1B	2	98273320	98280353	NM_005735
KIF20A	5	137515369	137523102	NM_005733
CAND1	12	67663497	67706610	NM_018448
EMC3	3	10005752	10028345	NM_018447
GLT8D1	3	52728860	52734476	NM_001010983
ADAMTS2	5	178540867	178772329	NM_014244
PMFBP1	16	72153236	72205107	NM_001160213
GLT8D2	12	104383185	104413426	NM_031302
SLC25A31	4	128651700	128694729	NM_031291
CCDC70	13	52439514	52440216	NM_031290
PICK1	22	38453816	38471139	NM_012407
FER1L5	2	97308573	97370429	NM_001113382
ZNF385B	2	180307976	180634482	NM_152520
ENTPD5	14	74433630	74454805	NM_001249
SART3	12	108917233	108954930	NM_014706
FOXD4	9	116799	118119	NM_207305
IZUMO2	19	50655865	50666451	NM_152358
ZNF440	19	11925262	11943779	NM_152357
ZNF491	19	11916768	11918082	NM_152356
ZNF441	19	11878008	11892721	NM_152355
ZNF285	19	44890633	44901378	NM_152354
CLDND2	19	51870395	51871831	NM_152353
POU5F1B	8	128428111	128429191	NM_001159542
BEGAIN	14	101004305	101034261	NM_001159531
ZNF735	7	63667580	63680668	NM_001159524
ZNF727	7	63505999	63538927	NM_001159522
BRI3	7	97911107	97922002	NM_015379
ZNF672	1	249141473	249142832	NM_024836
GGNBP2	17	34901573	34945841	NM_024835
DAB2	5	39375120	39394422	NM_001343
CCDC146	7	76796985	76924183	NM_020879
ZNF530	19	58111472	58118693	NM_020880
DNAH2	17	7623052	7736851	NM_020877
LAS1L	X	64732654	64754595	NM_031206
ACRBP	12	6747447	6756532	NM_032489
SPAG17	1	118506421	118727780	NM_206996
SYNPO2L	10	75406475	75415680	NM_001114133
CLLU1	12	92818456	92818822	NM_001025233
RPF1	1	84944964	84963153	NM_025065
FBXL18	7	5521405	5553305	NM_024963
LRRC8E	19	7960488	7965798	NM_001268284
SPATC1	8	145086683	145101857	NM_198572
PBX3	9	128509732	128728202	NM_006195
AGPAT9	4	84457775	84525920	NM_032717
LRRC42	1	54417672	54433612	NM_001256409
LOC158434	9	98871028	98876950	NM_001256408
RHBG	1	156339040	156354637	NM_001256395
KDM2A	11	66888787	67022526	NM_012308
DNA2	10	70174795	70231621	NM_001080449
WTIP	19	34972879	34991174	NM_001080436
NOP2	12	6666158	6677084	NM_001258310
MAGI3	1	113933655	114226636	NM_152900
GATAD1	7	92077043	92085876	NM_021167
TRIM49D1	11	89644754	89666053	NM_001206627
IFNA1	9	21440506	21441076	NM_024013
PRRG4	11	32852075	32875073	NM_024081
DERL1	8	124027686	124054362	NM_024295
AR	X	66764988	66943683	NM_000044
TONSL	8	145654525	145669797	NM_013432
CGN	1	151490995	151509822	NM_020770
KCTD16	5	143586277	143853677	NM_020768
UBR4	1	19401325	19536742	NM_020765
GJD2	15	35044678	35046689	NM_020660
TWSG1	18	9337227	9399525	NM_020648
OVOL2	20	18005279	18038278	NM_021220
INIP	9	115449817	115478765	NM_021218
ZNF77	19	2933486	2944838	NM_021217
ZNF71	19	57132655	57134125	NM_021216
RPRD1B	20	36662349	36718277	NM_021215
ABHD17C	15	80987770	81046711	NM_021214
PCTP	17	53828464	53853461	NM_001102402
ZBED5	11	10874410	10876492	NM_021211
SQRDL	15	45951121	45983228	NM_021199
TRAPPC1	17	7833923	7835147	NM_021210
CTDSP1	2	219263135	219269148	NM_021198
WFDC1	16	84328577	84360546	NM_021197
SLC4A5	2	74448593	74542150	NM_133478
RHOU	1	228871489	228879487	NM_021205
CLDN6	16	3065359	3066022	NM_021195
ENOPH1	4	83351982	83381273	NM_021204
SLC30A1	1	211748729	211751954	NM_021194
HOXD11	2	176972083	176973870	NM_021192
TP53INP2	20	33296543	33298111	NM_021202
CYP4F11	19	16024541	16045218	NM_021187
PTBP2	1	97187420	97278961	NM_021190
XK	X	37545214	37587715	NM_021083
CATSPERG	19	38827874	38861432	NM_021185
RAP2C	X	131348195	131351296	NM_001271186
HMHB1	5	143191832	143200133	NM_021182
IL22	12	68642578	68647228	NM_020525
CCDC181	1	169364284	169394165	NM_021179
LSM2	6	31765533	31774534	NM_021177
RSPO1	1	38078426	38095573	NM_001038633
IBA57	1	228353517	228363214	NM_001010867
TMEM201	1	9648988	9673141	NM_001010866
LOC100505478	9	117428922	117434003	NM_001199233
COL6A1	21	47401764	47423927	NM_001848
NPY5R	4	164271425	164272763	NM_006174
NNMT	11	114167278	114183199	NM_006169
NKX6-1	4	85414441	85419381	NM_006168
NFYB	12	104513514	104529231	NM_006166
HLA-DRA	6	32407727	32411687	NM_019111
MAOB	X	43626712	43741545	NM_000898
CELA1	12	51722360	51740422	NM_001971
CTNNA1	5	138117613	138269778	NM_001903
EIF5A	17	7210365	7214959	NM_001970
FCN1	9	137801643	137809717	NM_002003
EIF4E	4	99802178	99850263	NM_001130679
TRAP1	16	3708129	3767509	NM_016292
TRIM72	16	31226059	31236076	NM_001008274
PFKFB2	1	207228062	207252364	NM_006212
CPED1	7	120629675	120935706	NM_024913
RHOBTB2	8	22852096	22874982	NM_015178
GUCA2B	1	42619121	42621267	NM_007102
RERGL	12	18234124	18242217	NM_024730
PCCB	3	135969217	136048868	NM_001178014
DLX4	17	48046832	48051307	NM_138281
FUT5	19	5866611	5867736	NM_002034
MPP3	17	41879068	41909274	NM_001932
GBP1	1	89519037	89528917	NM_002053
SULT1A3	16	29472706	30215241	NM_177552
SNRPD2	19	46190810	46195146	NM_177542
TAS1R1	1	6615433	6639644	NM_138697
CYP20A1	2	204103785	204161631	NM_177538
NUDT14	14	105639357	105647546	NM_177533
PKHD1L1	8	110374809	110542319	NM_177531
ABCE1	4	146025564	146048725	NM_002940
PBX1	1	164529059	164818639	NM_002585
RPL17-C18orf32	18	47009961	47017941	NM_001199356
C18orf32	18	47008714	47010118	NM_001035005
PABPN1	14	23790678	23794495	NM_004643
CHST10	2	101009706	101023137	NM_004854
STX8	17	9153894	9479125	NM_004853
ONECUT2	18	55102948	55143955	NM_004852
NAPSA	19	50861809	50868878	NM_004851
SCIN	7	12610412	12692340	NM_001112706
LENG8	19	54962521	54972108	NM_052925
PFN2	3	149683953	149688643	NM_053024
RHPN1	8	144451157	144464821	NM_052924
ZFP91	11	58346754	58385179	NM_053023
SCAND3	6	28539687	28554494	NM_052923
KLHL29	2	23785066	23929534	NM_052920
GALNT13	2	154801010	155307063	NM_052917
ART5	11	3659967	3663092	NM_053017
CDK6	7	92244453	92462637	NM_001145306
MBOAT1	6	20102516	20212465	NM_001080480
TNFSF13B	13	108922243	108959286	NM_006573
JMJD4	1	227920092	227923112	NM_023007
TNFAIP8	5	118604601	118729076	NM_014350
TBX20	7	35242041	35293231	NM_001077653
HHLA1	8	133076241	133117512	NM_001145095
KLK5	19	51446886	51455913	NM_012427
TMEM183B	1	202976593	202992168	NM_001079809
MYO1C	17	1369019	1395781	NM_001080779
THADA	2	43458086	43819531	NM_001083953
EIF4E1B	5	176069788	176072981	NM_001099408
FBXO44	1	11715892	11721362	NM_001014765
EMC6	17	3572440	3572773	NM_001014764
ETFB	19	51848464	51869580	NM_001014763
RYR3	15	33603246	34157427	NM_001036
C6orf163	6	88054817	88075114	NM_001010868
PRAMEF19	1	13474688	13698358	NM_001099790
KRTAP5-6	11	1718475	1718865	NM_001012416
MFSD4	1	205538197	205569589	NM_181644
POU3F1	1	38511059	38512415	NM_002699
SIAH2	3	150459927	150480636	NM_005067
OR4F4	15	102462344	102463262	NM_001004195
OR51A7	11	4928599	4929538	NM_001004749
AADACL4	1	12704565	12726746	NM_001013630
PEX11B	1	145516400	145522919	NM_003846
DYRK4	12	4700346	4722919	NM_003845
TNFRSF10A	8	23049206	23082574	NM_003844
NUAK1	12	106460579	106532431	NM_014840
ZBED4	22	50277310	50280826	NM_014838
LRRC37A	17	44372499	44415089	NM_014834
TBC1D4	13	75860927	76055903	NM_014832
TRANK1	3	36869765	36986300	NM_014831
PDXK	21	45139175	45175944	NM_003681
KMO	1	241695744	241755455	NM_003679
RAD51AP2	2	17692070	17699682	NM_001099218
STX11	6	144507764	144508628	NM_003764
VAMP8	2	85804769	85808839	NM_003761
SLC4A4	4	72102293	72433610	NM_001098484
EIF4G3	1	21133811	21329235	NM_001198801
HIST2H4A	1	149804248	149832697	NM_003548
HIST1H4L	6	27840976	27841288	NM_003546
HIST1H4B	6	26027168	26027480	NM_003544
HIST1H4H	6	26285415	26285727	NM_003543
HIST1H4K	6	27798993	27799305	NM_003541
ZNF644	1	91382354	91447910	NM_201269
UBL7	15	74738430	74751208	NM_032907
DNAJC12	10	69556873	69597769	NM_021800
DDX47	12	12966301	12982488	NM_016355
TRIM55	8	67039503	67086828	NM_033058
LDLRAD4	18	13387721	13645656	NM_001003674
STK31	7	23749904	23871985	NM_001260504
SMCR9	17	17322657	17326728	NM_001243312
CSF1	1	110453645	110467811	NM_000757
KAT7	17	47866196	47904864	NM_007067
HIVEP1	6	12015861	12164694	NM_002114
HCFC2	12	104458338	104497051	NM_013320
FAHD2A	2	96071306	96078705	NM_016044
ZFAND1	8	82614929	82633516	NM_024699
COMMD6	13	76100724	76111941	NM_203497
G3BP2	4	76570613	76587209	NM_203505
USP50	15	50792965	50838722	NM_203494
CLEC4C	12	7882191	7899944	NM_130441
KEAP1	19	10597327	10610709	NM_203500
PORCN	X	48368208	48378864	NM_203473
FRS3	6	41738356	41744725	NM_006653
GNRH1	8	25276934	25280858	NM_000825
CCDC129	7	31569382	31698006	NM_001257967
CPT1A	11	68522283	68582942	NM_001876
PSMB1	6	170844307	170862330	NM_002793
PSMA7	20	60711912	60718359	NM_002792
TNK1	17	7286245	7292403	NM_001251902
OR5I1	11	55702931	55703876	NM_006637
MTHFD2	2	74425768	74441369	NM_006636
VPRBP	3	51436199	51517844	NM_014703
TAS2R46	12	11213963	11214893	NM_176887
LRP8	1	53712689	53793584	NM_004631
PODXL2	3	127348062	127391323	NM_015720
C11orf58	11	16760325	16776651	NM_014267
DUOX1	15	45424164	45457099	NM_017434
A4GALT	22	43088895	43089957	NM_017436
C3orf27	3	128292122	128292572	NM_007354
IL1R1	2	102774184	102793219	NM_000877
KRTAP2-1	17	39203132	39203519	NM_001123387
PHF21A	11	45955518	46105770	NM_001101802
ARMS2	10	124214243	124216449	NM_001099667
FAM13B	5	137275913	137354800	NM_016603
SOHLH1	9	138585442	138591313	NM_001012415
PPP1R7	2	242089910	242122238	NM_002712
PPP1R3A	7	113517777	113559051	NM_002711
PPP1CC	12	111157938	111180512	NM_002710
SPAG4	20	34203925	34208944	NM_003116
UAP1	1	162535858	162569153	NM_003115
RXFP2	13	32313749	32376542	NM_130806
ANGPTL6	19	10203264	10207239	NM_031917
STK40	1	36807355	36826933	NM_032017
ROPN1L	5	10442279	10465059	NM_031916
CD276	15	73991980	74005297	NM_001024736
SETDB2	13	50026029	50065985	NM_031915
SYT16	14	62462737	62567425	NM_031914
MRPS24	7	43906297	43909094	NM_032014
ESYT3	3	138153640	138195696	NM_031913
RPLP2	11	810234	812836	NM_001004
LHB	19	49519324	49520338	NM_000894
BEX5	X	101408901	101409237	NM_001159560
P2RX6	22	21369463	21380906	NM_005446
BEND4	4	42119534	42154160	NM_207406
EBF3	10	131636192	131762032	NM_001005463
LRRC38	1	13802313	13840088	NM_001010847
EDN3	20	57875867	57899514	NM_207032
PDXDC1	16	15069056	15130132	NM_015027
SCN11A	3	38888184	38991853	NM_014139
ZNF507	19	32843736	32873989	NM_001136156
ZFP30	19	38125881	38138723	NM_014898
ZNF652	17	47375774	47395087	NM_001145365
FRMPD1	9	37692638	37746766	NM_014907
DUOXA1	15	45409712	45415212	NM_001276267
CHRDL2	11	74407542	74441933	NM_015424
AASDHPPT	11	105948437	105967634	NM_015423
TMEM186	16	8889808	8891471	NM_015421
MXRA5	X	3227756	3261874	NM_015419
DCAF13	8	104427218	104455110	NM_015420
SPEF1	20	3758858	3761934	NM_015417
MPC2	1	167887560	167905079	NM_001143674
RPL36	19	5690518	5691632	NM_015414
CHST15	10	125769664	125805728	NM_001270764
HIST1H2AA	6	25726359	25726755	NM_170745
PELI1	2	64321835	64335444	NM_020651
RCN3	19	50031729	50046470	NM_020650
C1orf95	1	226736605	226789741	NM_001003665
USPL1	13	31195277	31233493	NM_005800
ALG3	3	183960301	183967065	NM_001006941
TSHZ1	18	72997497	73000596	NM_005786
TXNDC9	2	99936144	99949673	NM_005783
RBL1	20	35627161	35724331	NM_002895
COX6C	8	100899732	100904249	NM_004374
COX6A1	12	120875929	120878340	NM_004373
COPA	1	160259946	160312960	NM_001098398
ZNF2	2	95841971	95847854	NM_021088
AZI2	3	28365532	28382108	NM_001271650
TCP10L2	6	167585632	167595404	NM_001145121
ZNF358	19	7584128	7585835	NM_018083
ZNF248	10	38065464	38145238	NM_021045
CXCL13	4	78527019	78532193	NM_006419
ZFP36L2	2	43451457	43453454	NM_006887
ATP5E	20	57605360	57607306	NM_006886
H2AFY2	10	71835414	71871439	NM_018649
BDH2	4	104000858	104017411	NM_020139
DCHS2	4	155155687	155412507	NM_017639
RAD54L	1	46714077	46743954	NM_003579
SHC4	15	49118167	49255212	NM_203349
LCN15	9	139656270	139658940	NM_203347
SERTAD3	19	40947396	40947987	NM_013368
EPB41	1	29313949	29442309	NM_203342
RP9	7	33134845	33148984	NM_203288
PVRL1	11	119508807	119599263	NM_002855
ADCYAP1	18	905387	909636	NM_001117
ZNF517	8	146028299	146033780	NM_213605
FETUB	3	186358249	186370420	NM_014375
GPR160	3	169801760	169802777	NM_014373
RNF11	1	51702428	51736994	NM_014372
SNX29	16	12070663	12662486	NM_032167
C9orf64	9	86554425	86571415	NM_032307
ALKBH7	19	6372831	6374984	NM_032306
HAGHL	16	777509	779456	NM_032304
CAMKK1	17	3765504	3788981	NM_032294
BPIFA3	20	31805342	31815423	NM_178466
ST3GAL5	2	86067266	86116028	NM_003896
DHX16	6	30621018	30640759	NM_003587
PDILT	16	20370640	20410622	NM_174924
ADCK5	8	145597784	145618289	NM_174922
SMIM14	4	39553745	39606765	NM_174921
ARHGAP27	17	43472821	43507645	NM_199282
SAMD14	17	48190256	48202323	NM_174920
C19orf59	19	7741967	7744000	NM_174918
UBR1	15	43237526	43398220	NM_174916
ATP5B	12	57032106	57039747	NM_001686
ATP5J	21	27096950	27107266	NM_001003703
HOXA4	7	27168843	27170352	NM_002141
HNRNPK	9	86584264	86593167	NM_002140
RBMX	X	135954453	135961586	NM_002139
ACAD10	12	112130513	112194277	NM_001136538
GTF2H2D	5	68860959	68888025	NM_001042490
CCDC179	11	22869055	22881967	NM_001195637
PCDHGA1	5	140710251	140890740	NM_018912
PSME1	14	24605471	24608025	NM_176783
PRPH	12	49688983	49692136	NM_006262
PRKG2	4	82010861	82126201	NM_006259
DNAJC3	13	96329509	96443284	NM_006260
PCDH7	4	30723044	31144471	NM_001173523
MAP7D3	X	135301588	135338478	NM_001173517
FKBP1A	20	1350672	1373642	NM_000801
QDPR	4	17488753	17513677	NM_000320
NKAP	X	119059182	119077568	NM_024528
ABHD8	19	17403469	17412425	NM_024527
ATP13A3	3	194126647	194182919	NM_024524
GCC1	7	127222067	127225236	NM_024523
TMEM14A	6	52541900	52550847	NM_014051
MRPL42	12	93863061	93894997	NM_172177
ACAD9	3	128598534	128631450	NM_014049
MKL2	16	14234463	14355301	NM_014048
TRIM9	14	51444008	51561657	NM_015163
TARS2	1	150459926	150479540	NM_025150
AK2	1	33476429	33502429	NM_013411
KCNQ1	11	2466328	2869233	NM_000218
ABCB5	7	20662908	20795247	NM_001163941
YBX1	1	43148236	43166686	NM_004559
VPS9D1	16	89774268	89787269	NM_004913
MMP2	16	55513391	55539354	NM_004530
OMD	9	95177433	95179840	NM_005014
RAB36	22	23487552	23503751	NM_004914
PHPT1	9	139743882	139745299	NM_001135861
BCAT2	19	49298682	49314264	NM_001190
NSMCE4A	10	123718850	123734680	NM_017615
CCL3L1	17	34522684	34625646	NM_021006
PACS1	11	65837957	66010751	NM_018026
FXYD6	11	117710516	117713491	NM_001164836
TTC36	11	118398209	118401631	NM_001080441
OTOL1	3	161214595	161221730	NM_001080440
OR4D11	11	59271048	59271984	NM_001004706
PEAK1	15	77406497	77474268	NM_024776
GEMIN6	2	39006132	39009034	NM_024775
KDM8	16	27215413	27232051	NM_001145348
ZMYM1	1	35559588	35580860	NM_024772
TBC1D3G	17	34797485	34806518	NM_001040282
GRID2IP	7	6537404	6591067	NM_001145118
TSPAN14	10	82248989	82277732	NM_030927
POLR2G	11	62529120	62533979	NM_002696
LHX2	9	126774627	126794986	NM_004789
NOTCH1	9	139390522	139440238	NM_017617
TAF2	8	120744163	120844804	NM_003184
PRM2	16	11369756	11370227	NM_002762
EIF2AK2	2	37334415	37374949	NM_002759
MAP2K3	17	21188232	21217542	NM_145109
SYT5	19	55684851	55690409	NM_003180
SYP	X	49047893	49056645	NM_003179
MAP2K1	15	66679685	66782953	NM_002755
SYCP1	1	115398085	115537640	NM_003176
XCL2	1	168510189	168513202	NM_003175
SUV39H1	X	48555175	48565961	NM_003173
SUPV3L1	10	70940047	70968791	NM_003171
SUPT6H	17	27000419	27028643	NM_003170
SUPT4H1	17	56423606	56429496	NM_003168
SULT2A1	19	48374711	48389514	NM_003167
STX5	11	62574940	62598715	NM_001244666
MYOM1	18	3067259	3215221	NM_003803
S1PR1	1	101704540	101705689	NM_001400
OPN1SW	7	128412593	128415844	NM_001708
AUH	9	93976629	94124171	NM_001698
PGAM4	X	77224370	77225135	NM_001029891
ZNF429	19	21688573	21720880	NM_001001415
DHDDS	1	26759436	26795622	NM_024887
LOC100653515	17	76886719	76897910	NM_001243541
LOC283710	15	31515483	31522936	NM_001243538
LOC388849	22	20136136	20137261	NM_001243537
ANKRD65	1	1354479	1356385	NM_001145210
LOC100505679	15	84841253	84850895	NM_001243531
LOC100130880	7	137638214	137642571	NM_001243523
TCEB3CL2	18	44542730	44550298	NM_001242907
LOC100130480	18	6511500	6590543	NM_001243517
KIR3DL2	19	55361930	55378186	NM_006737
OR2D2	11	6912804	6913731	NM_003700
CEP104	1	3731965	3768971	NM_014704
COL5A3	19	10071086	10121061	NM_015719
SUSD5	3	33194233	33260289	NM_015551
PLEKHG3	14	65194349	65210421	NM_015549
NLRP1	17	5405133	5487277	NM_033004
RAB11FIP2	10	119768508	119805674	NM_014904
DCAF4L2	8	88885011	88886199	NM_152418
TTC33	5	40716246	40747120	NM_012382
SCRN1	7	29963572	30029856	NM_001145513
NPHP4	1	5923324	6046349	NM_015102
SLCO4C1	5	101572561	101631966	NM_180991
GPR180	13	95254181	95279425	NM_180989
MICAL3	22	18273497	18389578	NM_015241
AGTPBP1	9	88162023	88327448	NM_015239
WWC1	5	167719157	167896022	NM_001161661
FUT4	11	94277299	94278892	NM_002033
SCG3	15	51973952	52011723	NM_013243
KRTAP2-3	17	39215915	39216302	NM_001165252
HERC6	4	89300073	89363612	NM_017912
LSM14A	19	34663547	34718293	NM_001114093
SH2D4A	8	19171288	19252153	NM_022071
AMMECR1L	2	128622667	128631808	NM_001199140
RBPMS2	15	65033378	65067518	NM_194272
UBE2I	16	1364031	1374794	NM_194259
TTLL11	9	124584865	124855697	NM_001139442
GPR151	5	145894416	145895676	NM_194251
ZNF804A	2	185463686	185803753	NM_194250
DND1	5	140050877	140053127	NM_194249
PTGR1	9	114312052	114359702	NM_001146108
SLC15A2	3	121613323	121659854	NM_021082
SLC15A3	11	60704690	60719023	NM_016582
PCDH12	5	141324945	141337416	NM_016580
RAB6B	3	133547631	133614310	NM_016577
GMIP	19	19740771	19754338	NM_016573
ERN1	17	62121347	62207389	NM_001433
KRTAP25-1	21	31661499	31661808	NM_001128598
PRAP1	10	135160921	135165944	NM_145202
FAM200B	4	15688600	15690574	NM_001145191
SHISA7	19	55944522	55954230	NM_001145176
GPR113	2	26531953	26569102	NM_001145169
DHFR	5	79924905	79950308	NM_000791
NOS2	17	26084271	26125835	NM_000625
DDC	7	50530928	50611783	NM_001082971
SLC4A9	5	139739821	139752383	NM_001258428
B4GALNT3	12	569542	670617	NM_173593
DIP2B	12	50898923	51138622	NM_173602
CCDC53	12	102406885	102455740	NM_016053
NOSIP	19	50059007	50063948	NM_015953
RWDD1	6	116892745	116914264	NM_016104
RRP15	1	218458658	218504433	NM_016052
MRPL2	6	43022011	43027119	NM_015950
GET4	7	916282	935059	NM_015949
EMC9	14	24608218	24610513	NM_016049
SLC35B3	6	8413781	8434620	NM_015948
ISOC1	5	128430459	128448694	NM_016048
TSPAN18	11	44927967	44950729	NM_130783
RGS18	1	192127767	192153684	NM_130782
MB	22	36003343	36013304	NM_203377
ZNF784	19	56133116	56135927	NM_203374
FBXL22	15	63889591	63893885	NM_203373
ACSL3	2	223773490	223806372	NM_004457
FAM212A	3	49840819	49842420	NM_203370
CAPRIN1	11	34073967	34120914	NM_005898
CBX7	22	39529895	39548449	NM_175709
PTER	10	16526383	16553255	NM_001001484
RBM24	6	17281812	17292350	NM_001143942
DCAF17	2	172291087	172337624	NM_025000
AMPD2	1	110162890	110173774	NM_001257360
CADM1	11	115047193	115375112	NM_014333
SMPX	X	21755680	21772408	NM_014332
SLC7A11	4	139093109	139163223	NM_014331
PPP1R15A	19	49376490	49379230	NM_014330
EDC4	16	67907164	67918051	NM_014329
SELT	3	150321149	150344921	NM_016275
PLEKHO1	1	150122447	150131718	NM_016274
TOB2	22	41832314	41833349	NM_016272
KLF2	19	16435734	16437842	NM_016270
LRIG2	1	113616028	113666723	NM_014813
CRYGN	7	151127133	151137003	NM_144727
MYC	8	128748839	128753204	NM_002467
MYBL2	20	42295923	42344727	NM_002466
PEX19	1	160249340	160254914	NM_002857
PTX3	3	157154722	157160768	NM_002852
PTPRJ	11	48002464	48188914	NM_002843
TRHR	8	110099741	110131684	NM_003301
TPP2	13	103249388	103330666	NM_003291
EFR3B	2	25265181	25377209	NM_014971
MCM3AP	21	47655181	47705200	NM_003906
NAE1	16	66836911	66864802	NM_001018159
SPRY4	5	141693773	141699330	NM_030964
PLAGL2	20	30784254	30789981	NM_002657
RGL2	6	33259878	33266387	NM_004761
TFAP2D	6	50681768	50740577	NM_172238
ZNF394	7	99091151	99097716	NM_032164
PRAM1	19	8555072	8567475	NM_032152
PCBD2	5	134240829	134296371	NM_032151
C4orf17	4	100434238	100463266	NM_032149
SLC41A2	12	105198929	105322305	NM_032148
USP44	12	95911929	95928032	NM_032147
ARL6	3	97486951	97516893	NM_032146
FBXO30	6	146121241	146127541	NM_032145
