gene	canonical	chrom	start	end
TNS1	NM_022648	2	218664511	218808796
RASSF1	NM_170714	3	50367216	50378367
AMPD1	NM_000036	1	115215719	115238239
KRT5	NM_000424	12	52908358	52914243
POU1F1	NM_001122757	3	87308782	87325737
KIAA1522	NM_020888	1	33207511	33240571
ARID5B	NM_032199	10	63661012	63856707
MBIP	NM_016586	14	36767763	36789882
POU2F1	NM_001198783	1	167190065	167396582
OTUD5	NM_017602	X	48779302	48815648
MTRNR2L7	NM_001190489	10	37890365	37891859
GTF2I	NM_032999	7	74072029	74175022
FAM105B	NM_138348	5	14664782	14699842
POLR3G	NM_006467	5	89770680	89810369
POLR3F	NM_006466	20	18448032	18465286
ARID3B	NM_006465	15	74833547	74890472
SHFM1	NM_006304	7	96318078	96339203
LAPTM5	NM_006762	1	31205314	31230683
YWHAE	NM_006761	17	1247833	1303556
UPK2	NM_006760	11	118827007	118829269
IFRD2	NM_006764	3	50325162	50330026
UGP2	NM_006759	2	64068097	64118696
PRDM16	NM_022114	1	2985741	3355185
SEC14L3	NM_001257378	22	30855215	30868034
LSM4	NM_012321	19	18417039	18434001
AP4E1	NM_001252127	15	51200868	51298097
PASK	NM_001252124	2	242045513	242089394
KLF5	NM_001730	13	73633141	73651676
PABPC4	NM_001135653	1	40026484	40042521
MDH2	NM_005918	7	75677392	75695930
C8orf76	NM_032847	8	124232195	124253638
RAB2B	NM_032846	14	21927178	21945132
MASTL	NM_001172303	10	27443752	27475848
FIBCD1	NM_032843	9	133777824	133814455
TMEM209	NM_032842	7	129804554	129845338
DIRC2	NM_032839	3	122513900	122599986
SPRYD3	NM_032840	12	53458099	53473204
ANAPC13	NM_001242374	3	134196545	134204865
SERINC3	NM_006811	20	43124863	43150726
AQP12A	NM_198998	2	241631261	241637900
CES1	NM_001025195	16	55836763	55867075
PUS10	NM_144709	2	61167547	61245365
ANKRD35	NM_144698	1	145549208	145568526
C1orf51	NM_144697	1	150255228	150259501
AXDND1	NM_144696	1	179334854	179523870
ARFGAP2	NM_032389	11	47185848	47198676
TNFRSF14	NM_003820	1	2487804	2495267
LRIT3	NM_198506	4	110769357	110793471
TPRG1	NM_198485	3	188889762	189041271
NME7	NM_013330	1	169101768	169337186
ABHD16B	NM_080622	20	62492565	62494341
ZMAT1	NM_001011657	X	101137259	101187039
POC1B	NM_172240	12	89813497	89920039
CACNG8	NM_031895	19	54466289	54493469
GBA2	NM_020944	9	35736862	35749225
NOL11	NM_015462	17	65714060	65740266
TMCC3	NM_020698	12	94960899	95044324
CARD9	NM_052813	9	139258407	139268133
NOMO2	NM_173614	16	18511181	18573434
MYLK4	NM_001012418	6	2663862	2751154
FAHD1	NM_001018104	16	1877224	1890203
POLR2M	NM_015532	15	57998900	58009753
ENPP2	NM_006209	8	120569316	120651106
ACSM2B	NM_182617	16	20548082	20587695
RASGEF1C	NM_175062	5	179527794	179636130
JAZF1	NM_175061	7	27870192	28220437
PLEKHA7	NM_175058	11	16809206	17035963
HMGCR	NM_000859	5	74632992	74657926
ASGR2	NM_080912	17	7004640	7018130
DUSP23	NM_017823	1	159750758	159752333
KANSL2	NM_017822	12	49046994	49076035
RHBDL2	NM_017821	1	39351478	39407456
EXD3	NM_017820	9	140201347	140317714
TRMT10C	NM_017819	3	101280679	101285290
WRAP73	NM_017818	1	3547330	3566671
RAB20	NM_017817	13	111175412	111214071
LYAR	NM_017816	4	4269428	4291896
CELF5	NM_001172673	19	3224700	3297073
TIA1	NM_022173	2	70436575	70475779
EEFSEC	NM_021937	3	127872312	128127489
DEFB105B	NM_001040703	8	7345242	7681360
TYW5	NM_001039693	2	200793633	200820459
NBPF10	NM_001039703	1	145293370	146466121
DEFB104B	NM_001040702	8	7327829	7698764
OLAH	NM_018324	10	15085894	15115851
FUT6	NM_000150	19	5830636	5839742
ERV3-1	NM_001007253	7	64450732	64467124
EIF5B	NM_015904	2	99953833	100016728
OR5AR1	NM_001004730	11	56431161	56432094
TMEM244	NM_001010876	6	130152388	130182416
SLC25A30	NM_001010875	13	45967453	45992516
PROSER2	NM_153256	10	11865396	11914276
MCM9	NM_017696	6	119134611	119256327
TTLL10	NM_001130045	1	1109285	1133313
BRWD3	NM_153252	X	79924986	80065233
ZDHHC20	NM_153251	13	21946709	22033508
SLC29A4	NM_001040661	7	5322560	5343704
C10orf111	NM_153244	10	15137383	15139318
NPHP3	NM_153240	3	132399452	132441303
SERBP1	NM_001018067	1	67873492	67896123
KIAA2026	NM_001017969	9	5919007	6008003
PPIAL4G	NM_001123068	1	143767143	143767881
TIPRL	NM_152902	1	168148170	168171351
LYPD5	NM_001031749	19	44300078	44324808
C12orf40	NM_001031748	12	40019971	40115720
VSTM4	NM_001031746	10	50222332	50323559
PJA1	NM_145119	X	68380580	68385365
DKK3	NM_015881	11	11984542	12030917
OS9	NM_006812	12	58087737	58115340
HVCN1	NM_001040107	12	111086490	111127617
MUC17	NM_001040105	7	100663363	100702140
ECSCR	NM_001077693	5	138784244	138842320
RAB27A	NM_004580	15	55495163	55582013
MAP4K2	NM_004579	11	64556608	64570713
DEFB119	NM_153289	20	29964965	29978452
COL6A5	NM_153264	3	130064358	130203688
UXT	NM_153477	X	47511190	47518579
HS6ST3	NM_153456	13	96743092	97491816
VGLL2	NM_182645	6	117586720	117594728
ORAOV1	NM_153451	11	69480331	69490165
SLC2A14	NM_153449	12	7966396	8025495
ESX1	NM_153448	X	103494718	103499599
OR5P2	NM_153444	11	7817520	7818489
KIR3DL3	NM_153443	19	55235983	55248003
GPR26	NM_153442	10	125425870	125456913
TNFRSF18	NM_004195	1	1138887	1142089
AZIN1	NM_015878	8	103838535	103876397
CTSB	NM_147780	8	11700033	11725646
OSBPL9	NM_148909	1	52082545	52254891
FEZF1	NM_001024613	7	121941447	121944565
TNNI2	NM_001145829	11	1860232	1862910
C7orf63	NM_001039706	7	89874487	89940377
PACSIN3	NM_001184975	11	47199072	47208010
CD38	NM_001775	4	15779930	15850706
CXCL1	NM_001511	4	74735108	74737019
C1orf194	NM_001122961	1	109648572	109656479
HGC6.3	NM_001129895	6	168376603	168377619
FAM196B	NM_001129891	5	169290718	169407744
LRRC69	NM_001129890	8	92114846	92231464
FCGRT	NM_001136019	19	50015535	50029685
ICA1	NM_001136020	7	8152814	8302242
PTPN7	NM_002832	1	202116140	202130716
ZNF154	NM_001085384	19	58211809	58220579
ZNF850	NM_001193552	19	37234379	37263716
PIGK	NM_005482	1	77554666	77685132
MED16	NM_005481	19	867961	893218
LATS2	NM_014572	13	21547175	21635722
PCOLCE2	NM_013363	3	142536701	142608045
ZNF225	NM_013362	19	44617547	44637255
ZNF223	NM_013361	19	44556163	44572142
PRPF19	NM_014502	11	60658019	60674061
UBE2S	NM_014501	19	55912649	55919325
BRD7	NM_001173984	16	50352928	50402845
RAB30	NM_014488	11	82692477	82782884
ZNF330	NM_014487	4	142142048	142155850
HPGDS	NM_014485	4	95219706	95264027
BMP10	NM_014482	2	69092612	69098649
APEX2	NM_014481	X	55026755	55034306
ADAMDEC1	NM_001145271	8	24241797	24263526
ZNF544	NM_014480	19	58740069	58775008
TP53TG5	NM_014477	20	44002519	44006957
DHDH	NM_014475	19	49436938	49448226
SIGIRR	NM_001135054	11	405715	417397
FAM160B1	NM_020940	10	116581502	116659586
TMEM254	NM_001270374	10	81838401	81852307
ALDH1L1	NM_012190	3	125822403	125900029
OR11A1	NM_013937	6	29393280	29395509
P2RY2	NM_176072	11	72929342	72953472
TNP1	NM_003284	2	217724181	217724782
MX2	NM_002463	21	42733949	42780869
REG1A	NM_002909	2	79347583	79350545
LHX1	NM_005568	17	35294771	35301915
LGALS3BP	NM_005567	17	76967334	76976061
RUNDC3A	NM_001144825	17	42385926	42396038
LY75-CD302	NM_001198759	2	160625138	160761267
CIDEA	NM_001279	18	12254317	12277594
ETF1	NM_004730	5	137841781	137878989
CLDN4	NM_001305	7	73245192	73247015
CCR1	NM_001295	3	46243199	46249832
CLCN6	NM_001286	1	11866152	11903201
BTRC	NM_033637	10	103113789	103317078
COL27A1	NM_032888	9	116918230	117072975
LUZP1	NM_033631	1	23410515	23495351
RABAC1	NM_006423	19	42460832	42463528
AKAP3	NM_006422	12	4724675	4754343
ARFGEF1	NM_006421	8	68109883	68255912
ATP6AP1L	NM_001017971	5	81601165	81614147
GRXCR1	NM_001080476	4	42895282	43032675
MFSD2B	NM_001080473	2	24232952	24247145
FBXO46	NM_001080469	19	46213886	46234151
ZNF697	NM_001080470	1	120161999	120190390
SYCN	NM_001080468	19	39693561	39694906
CNST	NM_152609	1	246729638	246831884
MAPKAPK3	NM_001243926	3	50649292	50686728
BRPF1	NM_001003694	3	9773433	9789699
IL1R2	NM_004633	2	102608305	102644884
DAP3	NM_001199849	1	155658881	155708800
SYVN1	NM_172230	11	64894750	64902003
TELO2	NM_016111	16	1543351	1560460
ADIPOR1	NM_015999	1	202909959	202927524
SLC39A3	NM_213568	19	2732522	2740074
XKRX	NM_212559	X	100168430	100183898
TMEM215	NM_212558	9	32783496	32789199
AMTN	NM_212557	4	71384297	71398459
ASB18	NM_212556	2	237103514	237172988
PATE2	NM_212555	11	125646027	125648714
METTL10	NM_212554	10	126447405	126480439
C17orf104	NM_001145080	17	42733761	42753165
CYB561A3	NM_001161454	11	61116219	61129755
SH2D2A	NM_001161441	1	156776034	156786640
PTP4A2	NM_080391	1	32372021	32403988
DEFB104A	NM_080389	8	7327829	7698764
CHFR	NM_001161344	12	133416937	133464204
STAT2	NM_005419	12	56735381	56754037
PRODH	NM_016335	22	18900286	18924066
NLRC4	NM_021209	2	32449517	32490812
COPS3	NM_003653	17	17149937	17184617
PLEKHA2	NM_021623	8	38758752	38831430
NR3C2	NM_000901	4	148999914	149363672
AFM	NM_001133	4	74347461	74369718
HESX1	NM_003865	3	57231943	57234280
CCDC6	NM_005436	10	61548505	61666414
ARHGEF5	NM_005435	7	144052488	144077725
PEG3	NM_006210	19	57321444	57352094
EIF1	NM_005801	17	39845126	39847898
CNIH	NM_005776	14	54893646	54908148
G3BP1	NM_005754	5	151151475	151184915
ARPC2	NM_152862	2	219081816	219119071
PAX9	NM_006194	14	37126772	37147011
PDE6C	NM_006204	10	95372344	95425429
PAX4	NM_006193	7	127250345	127255780
PA2G4	NM_006191	12	56498102	56507694
ORC2	NM_006190	2	201774893	201828424
PCSK5	NM_001190482	9	78505559	78977255
OR5K3	NM_001005516	3	98109509	98110475
TGFBR3	NM_003243	1	92145899	92371559
PLEKHA1	NM_001195608	10	124134093	124191871
CX3CL1	NM_002996	16	57406413	57418956
MYO5A	NM_000259	15	52599479	52821247
PLEKHM2	NM_015164	1	16010826	16061264
CMTM6	NM_017801	3	32522803	32544403
SEMA4C	NM_017789	2	97525472	97535735
MEST	NM_002402	7	130126015	130146138
FTMT	NM_177478	5	121187649	121188523
DDX39B	NM_004640	6	31497995	31510252
ATP6V1A	NM_001690	3	113465865	113530905
PSMD1	NM_002807	2	231921577	232037540
RBM48	NM_032120	7	92158086	92166823
WDR54	NM_032118	2	74648884	74652882
MND1	NM_032117	4	154265800	154336247
MRPL43	NM_176792	10	102737578	102747272
MRPL14	NM_032111	6	44081372	44095191
OTP	NM_032109	5	76924536	76934522
MYO1A	NM_001256041	12	57422300	57444549
IMPG1	NM_001563	6	76631061	76782335
TP53RK	NM_033550	20	45313003	45318276
INTS4	NM_033547	11	77589765	77705717
CEACAM21	NM_001098506	19	42082530	42093197
MFN1	NM_033540	3	179065479	179111008
SLC38A5	NM_033518	X	48316926	48328644
ARHGAP18	NM_033515	6	129898239	130031370
LIMS3	NM_033514	2	110656008	111230652
TPGS1	NM_033513	19	507496	519654
TSPYL5	NM_033512	8	98285713	98290176
DISP2	NM_033510	15	40650433	40663256
HK1	NM_033500	10	71029755	71161637
EPT1	NM_033505	2	26568953	26618759
TMEM54	NM_033504	1	33360195	33366953
TRERF1	NM_033502	6	42192668	42419783
C9orf152	NM_001012993	9	112961845	112970413
KNOP1	NM_001012991	16	19717673	19729492
UBE2NL	NM_001012989	X	142967172	142968357
ZBTB16	NM_006006	11	113930430	114121397
CHRNA1	NM_001039523	2	175612322	175629200
RUSC1-AS1	NM_001039517	1	155290250	155293938
SIRPG	NM_018556	20	1609797	1638425
TEX40	NM_001039496	11	64067862	64072239
C19orf69	NM_001130514	19	41949062	41950670
ZBTB11	NM_014415	3	101368282	101395988
EIF2AK1	NM_014413	7	6061877	6098860
ACAT1	NM_000019	11	107992257	108018891
TAP2	NM_000544	6	32789609	32806547
HNF1A	NM_000545	12	121416548	121440314
CDC20	NM_001255	1	43824625	43828873
RNASEK	NM_001004333	17	6915735	6917852
PLEKHG7	NM_001004330	12	93130264	93165868
TCEA1	NM_006756	8	54879115	54935008
H2AFV	NM_138635	7	44866487	44887725
CCDC62	NM_201435	12	123259055	123311927
RAB5C	NM_001252039	17	40276993	40307062
RASSF6	NM_177532	4	74437266	74486348
IL6R	NM_000565	1	154377668	154441926
KRTAP10-9	NM_198690	21	46047039	46048295
RBM10	NM_001204468	X	47004616	47046214
RPS13	NM_001017	11	17095938	17099220
CHRND	NM_000751	2	233390869	233401375
RPS12	NM_001016	6	133135707	133138703
RPS11	NM_001015	19	49999621	50002969
RPS10	NM_001203245	6	34385230	34393902
RPS9	NM_001013	19	54704725	54711515
OPRK1	NM_000912	8	54138275	54164194
MTIF3	NM_001166263	13	28009775	28024739
TRIP13	NM_004237	5	892968	918164
ZNF736	NM_001170905	7	63773185	63810017
TSGA13	NM_052933	7	130353485	130371406
RHOG	NM_001665	11	3848207	3862213
ENTPD2	NM_203468	9	139942550	139948503
MRFAP1L1	NM_203462	4	6709428	6711606
CAMSAP2	NM_203459	1	200708685	200829831
SPATA31A3	NM_001083124	9	40700290	40706537
FOXD4L6	NM_001085476	9	69199479	69202204
MYO9B	NM_001130065	19	17186590	17324104
TMEM30B	NM_001017970	14	61744088	61748530
HSP90AA1	NM_001017963	14	102547074	102606086
NPNT	NM_001184691	4	106816596	106892828
GPR137	NM_001170881	11	64051810	64056972
IFITM10	NM_001170820	11	1753639	1771824
LRRC3C	NM_001195545	17	38097726	38100987
LOC100289187	NM_001195541	7	99195901	99208456
CHMP5	NM_016410	9	33264876	33282067
BCHE	NM_000055	3	165490691	165555253
AVPR2	NM_001146151	X	153170528	153172620
WRN	NM_000553	8	30890777	31031277
GFRA4	NM_145762	20	3639938	3644046
TRAF5	NM_001033910	1	211499956	211548286
KIFC2	NM_145754	8	145691737	145699499
MYADM	NM_001020818	19	54369610	54379689
SNX21	NM_001042633	20	44462469	44471914
MARCH10	NM_152598	17	60778674	60885705
BCLAF1	NM_014739	6	136578000	136610989
C20orf27	NM_001258430	20	3734145	3748452
MAP9	NM_001039580	4	156263811	156298122
EARS2	NM_001083614	16	23533333	23568696
PHYHIPL	NM_032439	10	60936347	61007534
EFCAB7	NM_032437	1	63989012	64038364
KIAA1804	NM_032435	1	233463513	233520894
ZNF333	NM_032433	19	14800869	14831772
FARSB	NM_005687	2	223436161	223520827
TSSK1B	NM_032028	5	112768250	112770728
COLQ	NM_080538	3	15491639	15563258
DGCR6	NM_005675	22	18893735	18899601
PSCA	NM_005672	8	143761873	143764145
UBXN8	NM_005671	8	30601689	30624520
REEP5	NM_005669	5	112212080	112258031
EPM2A	NM_005670	6	145946439	146056991
RNF103	NM_005667	2	86830515	86851000
CFHR2	NM_005666	1	196912933	196928356
EVI5	NM_005665	1	92974252	93257961
NELFA	NM_005663	4	1984440	2010962
UFD1L	NM_005659	22	19437463	19466738
GPR15	NM_005290	3	98250742	98251994
TP53BP1	NM_005657	15	43699411	43802707
TMPRSS2	NM_001135099	21	42836477	42880085
KBTBD4	NM_016506	11	47593748	47600567
TMEM248	NM_017994	7	66386202	66423538
LRRC8D	NM_001134479	1	90286572	90401989
WDR74	NM_018093	11	62600382	62607628
ATG12	NM_004707	5	115163893	115177548
LOC100288255	NM_001199232	4	190945522	190948412
SYT13	NM_001247987	11	45261852	45307884
TRAK1	NM_001042646	3	42132745	42267382
ARFGAP3	NM_014570	22	43192531	43253408
IL13	NM_002188	5	131993864	131996801
ERCC1	NM_001983	19	45910590	45927177
IER3	NM_003897	6	30710975	30712327
PCP4	NM_006198	21	41239346	41301322
ACTR2	NM_001005386	2	65454828	65498390
ENPP1	NM_006208	6	132129155	132216295
SERPINA5	NM_000624	14	95047705	95059457
BDKRB2	NM_000623	14	96671134	96710666
RAG2	NM_001243786	11	36613492	36619829
MPZ	NM_000530	1	161274524	161279762
HTR1A	NM_000524	5	63255874	63258119
ATP2B4	NM_001001396	1	203595914	203713209
PSKH1	NM_006742	16	67927174	67963581
PPP1R1A	NM_006741	12	54973023	54982443
NEDD8-MDP1	NM_001199823	14	24683142	24701576
MUC21	NM_001010909	6	30951484	30957675
FAM69C	NM_001044369	18	72102962	72124503
C17orf58	NM_181656	17	65987216	65989765
CPLX4	NM_181654	18	56962635	56985881
PRDX5	NM_012094	11	64085559	64089295
ZNF804B	NM_181646	7	88388752	88966346
CCDC67	NM_181645	11	93063882	93171636
ATRNL1	NM_207303	10	116853123	117708496
DEFB1	NM_005218	8	6728096	6735529
LAMA1	NM_005559	18	6941742	7117813
KRT72	NM_080747	12	52979372	52995322
MANSC4	NM_001146221	12	27915598	27924209
DOK5	NM_018431	20	53092265	53267710
BDP1	NM_018429	5	70751441	70863649
ZNF532	NM_018181	18	56530060	56653709
ATF7IP	NM_018179	12	14518610	14651697
DHX32	NM_018180	10	127524908	127569884
GOLPH3L	NM_018178	1	150618700	150669672
CXorf27	NM_012274	X	37850069	37850570
CFHR4	NM_001201550	1	196857143	196887843
GUCY1B3	NM_000857	4	156680125	156728783
NPAS1	NM_002517	19	47524142	47549017
PIK3R4	NM_014602	3	130397777	130465696
EHD2	NM_014601	19	48216600	48246391
KCNIP2	NM_014591	10	103585730	103603677
EEF2K	NM_013302	16	22217591	22300066
EHD3	NM_014600	2	31456879	31491260
SOX8	NM_014587	16	1031807	1036979
HUNK	NM_014586	21	33245627	33376377
CYB561	NM_001017916	17	61509664	61523722
EFEMP1	NM_001039348	2	56093096	56151298
E2F5	NM_001951	8	86089618	86126753
BEND7	NM_152751	10	13480483	13544976
SPDYE4	NM_001128076	17	8656423	8661877
DCDC2B	NM_001099434	1	32674694	32681797
GFPT1	NM_001244710	2	69546900	69614386
EDN2	NM_001956	1	41944445	41950344
CRYAB	NM_001885	11	111779349	111782473
COL8A1	NM_001850	3	99357439	99515577
COL9A3	NM_001853	20	61448413	61472511
RPL23	NM_000978	17	37006320	37010053
CRTAC1	NM_018058	10	99624756	99790585
ALG1	NM_019109	16	5121809	5137380
ZKSCAN4	NM_019110	6	28212489	28220002
CCSER2	NM_018999	10	86088409	86278276
MAGEA9	NM_005365	X	148663308	148869399
MAGEA8	NM_001166400	X	149009940	149014609
OR56B1	NM_001005180	11	5757677	5758768
SP140	NM_007237	2	231090444	231177930
MDK	NM_001270550	11	46402333	46405387
PTX4	NM_001013658	16	1535939	1538468
FAM209B	NM_001013646	20	55108301	55111574
TMEM82	NM_001013641	1	16068986	16074292
ROPN1B	NM_001012337	3	125688027	125702296
CRTC2	NM_181715	1	153920147	153931132
UBXN2A	NM_181713	2	24163375	24223693
KANK4	NM_181712	1	62701836	62785083
MCU	NM_001270680	10	74451888	74647452
TOR1B	NM_014506	9	132565431	132573560
RPS6KA6	NM_014496	X	83313353	83442943
FCN2	NM_004108	9	137772657	137779366
WARS2	NM_201263	1	119573838	119683295
DCAF8	NM_015726	1	160185504	160232350
TLN2	NM_015059	15	62939509	63136829
CALY	NM_015722	10	135138927	135150475
GEMIN4	NM_015721	17	647660	655501
TRIM15	NM_033229	6	30130982	30140473
SYNGR2	NM_004710	17	76164670	76169009
TMEM257	NM_004709	X	144908927	144911370
PRPF3	NM_004698	1	150293927	150325704
PRPF4	NM_004697	9	116037913	116055185
SIRT4	NM_012240	12	120740123	120751045
PPP1R26	NM_014811	9	138371647	138380739
SEC31B	NM_015490	10	102246402	102279595
CYSLTR1	NM_006639	X	77528129	77583087
SKIV2L	NM_006929	6	31926580	31937532
FBXL6	NM_012162	8	145579087	145582183
FBXL21	NM_012159	5	135266005	135277367
FBXL4	NM_012160	6	99321600	99395849
FBXL3	NM_012158	13	77579388	77601331
FBXL2	NM_012157	3	33318933	33428757
NAV3	NM_014903	12	78225068	78606790
LOC100130301	NM_001243237	8	74153658	74171737
TAPBP	NM_003190	6	33267471	33282164
CKAP5	NM_001008938	11	46765083	46867859
NOP10	NM_018648	15	34633916	34635362
F11R	NM_016946	1	160965000	160991133
TAS2R4	NM_016944	7	141478288	141479188
EFEMP2	NM_016938	11	65633911	65640405
WSB2	NM_018639	12	118470491	118498951
ETNK1	NM_018638	12	22778075	22843608
PARL	NM_018622	3	183547172	183602693
SLC16A10	NM_018593	6	111408780	111544606
LMO4	NM_006769	1	87794150	87814607
SLC6A11	NM_014229	3	10857916	10980146
SRP68	NM_014230	17	74034855	74068607
SLC6A7	NM_014228	5	149569519	149590635
SLC5A4	NM_014227	22	32614462	32651318
MOK	NM_014226	14	102695157	102771537
RFX8	NM_001145664	2	102013822	102091165
ATAT1	NM_024909	6	30594612	30614598
SERPINA9	NM_175739	14	94929057	94942670
SLC52A1	NM_001104577	17	4935896	4938727
ZKSCAN8	NM_001278119	6	28109687	28127250
ZNF716	NM_001159279	7	57509882	57533265
VAMP4	NM_003762	1	171669295	171711379
MYNN	NM_001185118	3	169490852	169507504
ZNF454	NM_001178089	5	178368193	178393218
SYNJ2	NM_003898	6	158402887	158520207
GRAP2	NM_004810	22	40297085	40367384
NMT2	NM_004808	10	15147770	15210695
KIF3B	NM_004798	20	30865453	30922811
ADIPOQ	NM_001177800	3	186560462	186576252
HS6ST1	NM_004807	2	129023053	129076171
KL	NM_004795	13	33590570	33640282
POLR2D	NM_004805	2	128603839	128615729
CIAO1	NM_004804	2	96931883	96939900
RAB33A	NM_004794	X	129305772	129318844
SLC22A14	NM_004803	3	38347444	38359859
LONP1	NM_004793	19	5691844	5720463
PPIG	NM_004792	2	170440849	170494254
OTOF	NM_194248	2	26680070	26781566
POTEH	NM_001136213	22	16256331	16287937
TNRC6C	NM_001142640	17	76000317	76104916
MYD88	NM_001172567	3	38179968	38184512
GRIP1	NM_021150	12	66741210	67072925
BRMS1	NM_015399	11	66104803	66112582
CDH5	NM_001795	16	66400524	66438689
STK4	NM_006282	20	43595119	43708593
ZNF326	NM_182976	1	90460677	90494094
CYP2U1	NM_183075	4	108852716	108874613
GLT6D1	NM_182974	9	138515501	138531386
TMPRSS9	NM_182973	19	2389783	2426086
SLC16A13	NM_201566	17	6939393	6943440
NRK	NM_198465	X	105066535	105202602
TRMT12	NM_017956	8	125463047	125465266
PTGS1	NM_001271368	9	125132808	125157982
MS4A6A	NM_152852	11	59939079	59952139
IL10	NM_000572	1	206940947	206945839
SELL	NM_000655	1	169659805	169680843
CNN1	NM_001299	19	11649578	11661138
CREBL2	NM_001310	12	12764830	12798041
FAM19A5	NM_015381	22	48885287	49147744
SAMM50	NM_015380	22	44351260	44392412
PRH2	NM_005042	12	11081833	11087444
MMADHC	NM_015702	2	150426146	150444330
FAM219B	NM_020447	15	75192327	75199462
ACTR3B	NM_020445	7	152456833	152552464
TUBB8	NM_177987	10	92827	95178
DSG4	NM_001134453	18	28956739	28993880
HECTD2	NM_182765	10	93170095	93274520
MACC1	NM_182762	7	20174278	20257013
FAM170A	NM_182761	5	118965253	118971517
ERC1	NM_178040	12	1100403	1605099
LPIN2	NM_014646	18	2916991	3011945
RAB18	NM_001256410	10	27793102	27831166
QRSL1	NM_018292	6	107077440	107116292
SNTB1	NM_021021	8	121547984	121824309
LZTS1	NM_021020	8	20103675	20112803
ZNFX1	NM_021035	20	47862438	47894756
IFITM3	NM_021034	11	319672	320914
PLA2G4A	NM_024420	1	186798031	186958113
PGS1	NM_024419	17	76374734	76420639
C1QTNF8	NM_207419	16	1138225	1146244
SNRPN	NM_022807	15	25068793	25223729
MYH11	NM_001040113	16	15796991	15950887
PPP1R14C	NM_030949	6	150464187	150571528
PHACTR1	NM_030948	6	12717036	13288075
SMG6	NM_017575	17	1963132	2207069
SLC12A5	NM_020708	20	44650328	44688789
TMEM9	NM_016456	1	201103899	201123632
C14orf119	NM_017924	14	23564682	23569665
