Chromosome	Start	End	Gene	Canonical
12	51591232	51812864	SCN8A	NM_014191
12	51424830	51515763	SLC4A8	NM_001039960
12	52821407	52834311	KRT79	NM_175834
12	52689625	52703524	KRT77	NM_175078
12	53210568	53232209	RARG	NM_000966
12	53512053	53625990	ATF7	NM_001366558
12	53506687	53626382	ATF7-NPFF	NM_001366559
12	54000160	54003336	HOXC9	NM_006897
12	54230945	54259545	CBX5	NM_001127322
12	55835435	55842936	MMP19	NM_002429
12	56080164	56103505	ERBB3	NM_001982
12	55684569	55707904	ITGA7	NM_001144996
12	55966829	55972789	CDK2	NM_001798
12	56360567	56362857	APOF	NM_001638
12	57253763	57431043	R3HDM2	NM_001351207
12	57009999	57016529	TAC3	NM_013251
12	57530049	57547331	DCTN2	NM_001348067
12	57128482	57213342	LRP1	NM_002332
12	57797375	57816069	AVIL	NM_006576
12	57782786	57797587	TSFM	NM_001172696
12	62260403	62416388	USP15	NM_001351165
12	62466825	62600476	MON2	NM_001278472
12	63558912	63668493	DPY19L2	NM_173812
12	64452119	64502113	TBK1	NM_013254
12	64610494	64697564	RASSF3	NM_178169
12	64264761	64390758	C12orf56	NM_001170633
12	64780754	64881033	TBC1D30	NM_001330188
12	64713448	64759406	GNS	NM_002076
12	65824482	65966291	HMGA2	NM_003483
12	65278682	65466907	MSRB3	NM_001193460
12	66347430	66679076	GRIP1	NM_001366722
12	66189213	66254614	IRAK3	NM_007199
12	66302544	66343643	HELB	NM_033647
12	68809023	68850684	MDM2	NM_001145337
12	68851175	68963240	CPM	NM_001874
12	69825226	69959097	MYRFL	NM_182530
12	69585888	69601570	CCT2	NM_001198842
12	70638079	70920738	PTPRR	NM_002849
12	70515869	70637429	PTPRB	NM_001109754
12	70366289	70434292	KCNMB4	NM_014505
12	71439797	71586308	LGR5	NM_003667
12	71686081	71705047	TMEM19	NM_018279
12	71938844	72032440	TPH2	NM_173353
12	75275978	75330324	CAPS2	NM_001355024
12	75334669	75370560	GLIPR1L1	NM_001304964
12	75040077	75209839	KCNC2	NM_001260497
12	76764114	76853696	ZDHHC17	NM_015336
12	77830893	78213010	NAV3	NM_001024383
12	78863981	79452008	SYT1	NM_001135805
12	79773567	79935097	PPP1R12A	NM_002480
12	80099536	80380880	OTOGL	NM_001368062
12	80444234	80680273	PTPRQ	NM_001145026
12	81257974	81759350	PPFIA2	NM_003625
12	80792520	80937934	LIN7A	NM_004664
12	81078078	81261210	ACSS3	NM_001330243
12	82358528	82479237	METTL25	NM_001347934
12	85036350	85245105	LRRIQ1	NM_001079910
12	89588048	89708838	ATP2B1	NM_001366522
12	89519412	89526047	POC1B-GALNT4	NM_001199781
12	89419720	89525430	POC1B	NM_001199777
12	89519412	89524796	GALNT4	NM_003774
12	90963681	91004972	EPYC	NM_004950
12	92140277	92145846	BTG1	NM_001731
12	92770636	92929295	EEA1	NM_003566
12	93677716	93850755	CRADD	NM_001320099
12	94148576	94307675	PLXNC1	NM_005761
12	95076748	95217467	FGD6	NM_018351
12	95217806	95302799	VEZT	NM_001352117
12	94567121	94650557	TMCC3	NM_020698
12	95020228	95073618	NR2C1	NM_003297
12	96278260	96400439	CDK17	NM_001170464
12	96194374	96269824	ELK3	NM_005230
12	95943330	95968720	AMDHD1	NM_152435
12	95657806	95790764	NTN4	NM_021229
12	96489576	96875555	CFAP54	NM_001367885
12	98645289	98735433	APAF1	NM_181861
12	100267176	100341713	SCYL2	NM_017988
12	100473865	100564414	NR1H4	NM_001206977
12	100357073	100422055	SLC17A8	NM_139319
12	100037073	100142874	UHRF1BP1L	NM_015054
12	100794775	101128629	ANO4	NM_001286615
12	101280104	101386618	UTP20	NM_014503
12	101155495	101210238	SLC5A8	NM_145913
12	102073102	102120114	NUP37	NM_024057
12	102836888	102958441	PAH	NM_001354304
12	103301940	103495968	C12orf42	NM_001278419
12	103587272	103766718	STAB2	NM_017564
12	104287031	104350307	TXNRD1	NM_001261445
12	104456947	104762014	CHST11	NM_018413
12	104064530	104106524	HCFC2	NM_013320
12	103930409	103947926	HSP90B1	NM_003299
12	104986315	105017625	C12orf45	NM_152318
12	105107730	105169128	WASHC4	NM_001293640
12	106357747	106510198	POLR3B	NM_018082
12	106583003	106762803	RFX4	NM_213594
12	106774681	106889316	RIC8B	NM_001351364
12	106991364	107093549	CRY1	NM_004075
12	107318433	107659642	BTBD11	NM_001018072
12	107732870	107761137	PRDM4	NM_012406
12	108645110	108730843	CORO1C	NM_001276471
12	108907740	109021068	SVOP	NM_018711
12	108778190	108857583	SSH1	NM_018984
12	108129287	108250536	WSCD2	NM_014653
12	108522213	108561173	SART3	NM_014706
12	109929803	109996368	GIT2	NM_057169
12	109573793	109598125	MVK	NM_000431
12	109116586	109268225	ACACB	NM_001093
12	109388718	109448371	MYO1H	NM_001101421
12	110846986	110907535	CCDC63	NM_152591
12	110491084	110502111	VPS29	NM_016226
12	110614128	110649430	TCTN1	NM_001319681
12	111931282	112013219	TMEM116	NM_001294314
12	111642145	111685956	BRAP	NM_006768
12	111452213	111599315	ATXN2	NM_001372574
12	111405922	111451623	SH2B3	NM_005475
12	112026688	112108783	NAA25	NM_024953
12	111766932	111817531	ALDH2	NM_000690
12	112978518	113011723	OAS2	NM_002535
12	112791747	112898879	RPH3A	NM_001143854
12	113098818	113136239	RASAL1	NM_004658
12	112418946	112509918	PTPN11	NM_001330437
12	113816739	113966325	RBM19	NM_001146699
12	113358586	113391629	PLBD2	NM_173542
12	115958575	116277693	MED13L	NM_015335
12	117208141	117361802	NOS1	NM_001204218
12	117038922	117099416	TESC	NM_017899
12	116910949	117031148	FBXW8	NM_153348
12	116738314	116853631	RNFT2	NM_001382266
12	117141990	117190470	FBXO21	NM_033624
12	118063592	118104011	VSIG10	NM_019086
12	118149800	118372907	TAOK3	NM_001346491
12	117453011	117968990	KSR2	NM_173598
12	118981540	119163051	SRRM4	NM_194286
12	119989235	120094494	BICDL1	NM_001367886
12	119668132	119681619	PRKAB1	NM_006253
12	119685790	119877320	CIT	NM_001206999
12	120322114	120327779	PLA2G1B	NM_000928
12	120127202	120194715	GCN1	NM_006836
12	120446443	120463748	GATC	NM_176818
12	120710457	120723640	UNC119B	NM_001080533
12	121237691	121298308	CAMKK2	NM_006549
12	120762509	120904358	SPPL3	NM_139015
12	120978542	121002511	HNF1A	NM_001306179
12	121429095	121581023	KDM2B	NM_032590
12	122271433	122422569	CLIP1	NM_001247997
12	121888789	121918297	PSMD9	NM_002813
12	122021883	122062044	BCL7A	NM_020993
12	122527248	122626396	KNTC1	NM_014708
12	121712751	121782068	TMEM120B	NM_001080825
12	123289108	123364847	SBNO1	NM_001167856
12	122983479	123151090	PITPNM2	NM_001384668
12	122774571	122827528	CCDC62	NM_201435
12	123154228	123233141	MPHOSPH9	NM_022782
12	122928991	122966463	ABCB9	NM_019625
12	124324414	124567612	NCOR2	NM_006312
12	123973214	124316024	ZNF664-RFLNA	NM_001204299
12	123973214	124015427	ZNF664	NM_152437
12	123762300	123935714	DNAH10	NM_001372106
12	125186385	125662369	TMEM132B	NM_001366854
12	128267402	128707915	TMEM132C	NM_001136103
12	129071725	129904025	TMEM132D	NM_133448
12	130396132	130633920	RIMBP2	NM_001351231
12	130789600	130839250	STX2	NM_001351051
12	131949941	132080460	EP400	NM_015409
12	131711089	131799738	SFSWAP	NM_001261411
12	133037581	133063304	ZNF84	NM_001289972
12	132196371	132329589	GALNT9	NM_001122636
12	132490150	132585187	FBRSL1	NM_001142641
12	132768913	132828389	GOLGA3	NM_005895
12	132623761	132687342	POLE	NM_006231
12	190080	213702	SLC6A12	NM_003044
12	280056	389320	KDM5A	NM_001042603
12	1629230	1647212	WNT5B	NM_032642
12	2849045	2857039	TEX52	NM_001365175
12	2812667	2825076	ITFG2	NM_018463
12	2857679	2877174	FOXM1	NM_202002
12	2825347	2835035	NRIP2	NM_031474
12	2794969	2805421	FKBP4	NM_002014
12	2890890	2941135	TULP3	NM_003324
12	3808860	3873399	PARP11	NM_001286522
12	4273761	4305352	CCND2	NM_001759
12	4434141	4445614	FGF6	NM_020996
12	4368226	4379712	FGF23	NM_020638
12	4487729	4538508	C12orf4	NM_001304811
12	4538889	4560047	RAD51AP1	NM_001130862
12	4615518	4649051	AKAP3	NM_001278309
12	4649113	4694317	NDUFA9	NM_005002
12	4720399	4772726	GALNT8	NM_017417
12	4909904	4918256	KCNA1	NM_000217
12	5043878	5046788	KCNA5	NM_002234
12	5432107	5495299	NTF3	NM_001102654
12	6200399	6238266	CD9	NM_001769
12	6346846	6375450	SCNN1A	NM_001159576
12	6310331	6328506	PLEKHG6	NM_018173
12	6328770	6342076	TNFRSF1A	NM_001346092
12	6375159	6391566	LTBR	NM_001270987
12	6462237	6470677	VAMP1	NM_199245
12	6452041	6462316	TAPBPL	NM_001351355
12	6534516	6538371	GAPDH	NM_001289746
12	6494101	6531955	NCAPD2	NM_014865
12	6491885	6493262	MRPL51	NM_016497
12	6444954	6451713	CD27	NM_001242
12	6650300	6663119	ING4	NM_001127582
12	6556870	6568291	NOP2	NM_001258310
12	6638074	6647432	ACRBP	NM_032489
12	6570081	6607379	CHD4	NM_001273
12	6618834	6631649	LPAR5	NM_001142961
12	6724286	6731864	COPS7A	NM_001164093
12	6693790	6700815	PIANP	NM_001244014
12	6772519	6778455	LAG3	NM_002286
12	6766362	6770952	PTMS	NM_001330333
12	6747995	6753141	MLF2	NM_001382225
12	6852149	6866631	USP5	NM_001098536
12	6828406	6839847	P3H3	NM_014262
12	6904821	6914229	LRRC23	NM_001135217
12	6927958	6942321	ATN1	NM_001940
12	6870935	6873303	SPSB2	NM_001319670
12	6844797	6851286	CDCA3	NM_001297603
12	6914579	6923697	ENO2	NM_001975
12	6840924	6847393	GNB3	NM_002075
12	6943816	6946003	C12orf57	NM_001301838
12	6868113	6870946	TPI1	NM_001258026
12	6821820	6827420	GPR162	NM_019858
12	7060717	7071031	C1S	NM_201442
12	6965326	6970664	PHB2	NM_001144831
12	6970912	6979936	EMG1	NM_006331
12	6976184	7018476	LPCAT3	NM_005768
12	7130370	7158934	CLSTN3	NM_014718
12	7080218	7091893	C1R	NM_001354346
12	7094553	7109214	C1RL	NM_001297642
12	7123685	7130005	RBP5	NM_001329454
12	7304331	7328373	ACSM4	NM_001080454
12	7354960	7444185	CD163L1	NM_001297650
12	7649399	7665908	APOBEC1	NM_001644
12	7689783	7695775	GDF3	NM_020634
12	7711432	7717556	DPPA3	NM_199286
12	7789401	7799146	NANOG	NM_024865
12	7765215	7774121	NANOGNB	NM_001145465
12	7919229	7936187	SLC2A3	NM_006931
12	8082273	8097880	NECAP1	NM_015509
12	8032715	8055517	FOXJ2	NM_018416
12	8056843	8066359	C3AR1	NM_001326477
12	8172553	8180046	ZNF705A	NM_001004328
12	8221259	8227618	FAM90A1	NM_018088
12	8455961	8478330	CLEC6A	NM_001007033
12	8533304	8540905	CLEC4E	NM_014358
12	8602170	8612859	AICDA	NM_020661
12	8697899	8777191	RIMKLB	NM_020734
12	8822620	8876787	A2ML1	NM_144670
12	8950043	9010744	KLRG1	NM_001329102
12	8940360	8949645	M6PR	NM_002355
12	8914508	8941464	PHC1	NM_004426
12	9067707	9115919	A2M	NM_001347424
12	9594550	9607916	KLRB1	NM_002258
12	9715859	9733299	CLECL1	NM_001253750
12	9752485	9760901	CD69	NM_001781
12	9913226	9932370	CLEC2A	NM_001130711
12	9852368	9869859	CLEC2B	NM_005127
12	9881488	9895833	KLRF2	NM_001190765
12	10010626	10017949	CLEC12B	NM_205852
12	9993060	9999300	CLEC1B	NM_016509
12	10030681	10066031	CLEC9A	NM_207345
12	10170512	10191804	TMEM52B	NM_001384894
12	10158300	10172132	OLR1	NM_002543
12	10212876	10223125	GABARAPL1	NM_031412
12	10116780	10130199	CLEC7A	NM_197947
12	10307869	10329608	KLRD1	NM_002262
12	10372352	10390041	KLRK1	NM_007360
12	10412314	10420595	KLRC3	NM_002261
12	10372352	10410146	KLRC4-KLRK1	NM_001199805
12	10446035	10454616	KLRC1	NM_213658
12	10430605	10435993	KLRC2	NM_002260
12	10407383	10409757	KLRC4	NM_013431
12	10505892	10507988	EIF2S3B	NM_001357734
12	10604189	10612978	MAGOHB	NM_001300739
12	10699088	10723323	YBX3	NM_003651
12	10618922	10674052	STYK1	NM_018423
12	10845848	10849475	PRR4	NM_007244
12	10801531	10802627	TAS2R7	NM_023919
12	10806050	10807286	TAS2R8	NM_023918
12	10809093	10810168	TAS2R9	NM_023917
12	10825345	10826269	TAS2R10	NM_023921
12	10929235	10934845	PRH2	NM_001110213
12	10907925	10909562	TAS2R13	NM_023920
12	10938253	10939207	TAS2R14	NM_023922
12	10995961	10998304	TAS2R20	NM_176889
12	10985912	10986912	TAS2R50	NM_176890
12	11133284	11134244	TAS2R30	NM_001097643
12	11061364	11062294	TAS2R46	NM_176887
12	11030386	11031407	TAS2R31	NM_176885
12	11091286	11092313	TAS2R43	NM_176884
12	11021618	11022620	TAS2R19	NM_176888
12	11265913	11269707	PRB3	NM_006249
12	11185992	11186937	TAS2R42	NM_181429
12	11171193	11176016	SMIM10L1	NM_001271592
12	11391539	11395567	PRB2	NM_006248
12	11351820	11395566	PRB1	NM_001367912
12	11307076	11310436	PRB4	NM_002723
12	12326055	12350242	MANSC1	NM_018050
12	12473281	12562863	DUSP16	NM_030640
12	12611875	12645108	CREBL2	NM_001310
12	12660889	12696183	GPR19	NM_006143
12	12725916	12791465	APOLD1	NM_001130415
12	12813345	12829981	DDX47	NM_016355
12	12717367	12722369	CDKN1B	NM_004064
12	12891561	12917937	GPRC5A	NM_003979
12	12940774	12950384	GPRC5D	NM_018654
12	13083531	13103667	GSG1	NM_001367361
12	13044380	13083449	FAM234B	NM_020853
12	13196725	13219941	EMP1	NM_001423
12	14784581	14803478	WBP11	NM_016312
12	14770719	14771131	H4-16	NM_175054
12	14774404	14778002	H2AJ	NM_177925
12	14914038	14938537	ERP27	NM_152321
12	14825568	14843526	ART4	NM_021071
12	14880863	14885854	MGP	NM_001190839
12	14973041	14981865	PDE6H	NM_006205
12	15882386	15903476	STRAP	NM_007178
12	16347644	16377192	MGST1	NM_001267598
12	16548371	16605379	LMO3	NM_001243611
12	18683179	18738012	PLCZ1	NM_001330774
12	18738118	18739188	CAPZA3	NM_033328
12	19439491	19522227	AEBP2	NM_153207
12	21015695	21090106	SLCO1B7	NM_001009562
12	21437914	21471252	PYROXD1	NM_001350912
12	21536106	21604847	GYS2	NM_021957
12	21501788	21518405	GOLT1B	NM_016072
12	21526295	21532947	SPX	NM_030572
12	21635341	21657794	LDHB	NM_001174097
12	21764954	21774706	KCNJ8	NM_004982
12	22046217	22065668	CMAS	NM_018686
12	24993430	24997465	C12orf77	NM_001101339
12	25052227	25108335	IRAG2	NM_001366549
12	25205245	25250929	KRAS	NM_033360
12	25195236	25205143	ETFRF1	NM_001001660
12	25958681	26072869	RASSF8	NM_001164748
12	26120029	26125037	BHLHE41	NM_030762
12	26938469	26966648	FGFR1OP2	NM_015633
12	26905180	26937981	INTS13	NM_018164
12	27081056	27084127	C12orf71	NM_001384983
12	27022521	27030673	MED21	NM_001271811
12	27466809	27502185	SMCO2	NM_001145010
12	27710831	27756295	MRPS35	NM_021821
12	27696446	27697589	REP15	NM_001029874
12	27762426	27780236	MANSC4	NM_001146221
12	27962320	27971983	PTHLH	NM_002820
12	30709552	30754951	CAPRIN2	NM_001385518
12	31073859	31104799	DDX11	NM_030653
12	31280585	31326187	SINHCAF	NM_001135811
12	31659202	31673112	ETFBKMT	NM_173802
12	31791184	31792298	H3-5	NM_001013699
12	32679199	32745650	DNM1L	NM_001278464
12	32746543	32755897	YARS2	NM_001040436
12	32790755	32896777	PKP2	NM_004572
12	34022495	34028301	ALG10	NM_032834
12	38316773	38329721	ALG10B	NM_001013620
12	42081845	42144874	GXYLT1	NM_173601
12	42312085	42326094	ZCRB1	NM_033114
12	43718991	43758790	PUS7L	NM_001098615
12	43793722	43806317	TWF1	NM_001242397
12	45014671	45051099	DBX2	NM_001004329
12	45919130	45990574	SCAF11	NM_004719
12	46358187	46372773	SLC38A2	NM_018976
12	47075706	47079951	AMIGO2	NM_181847
12	47661248	47706030	RPAP3	NM_024604
12	47782723	47819903	HDAC7	NM_001368046
12	47734362	47758880	RAPGEF3	NM_001098531
12	47773237	47782751	SLC48A1	NM_017842
12	47841536	47904994	VDR	NM_001374661
12	47963595	47968878	TMEM106C	NM_001143842
12	47972966	48004476	COL2A1	NM_001844
12	48106115	48146404	PFKM	NM_001354736
12	48147788	48157515	ASB8	NM_001319296
12	48183643	48185926	CCDC184	NM_001013635
12	48202338	48203292	OR10AD1	NM_001004134
12	48328979	48330279	H1-7	NM_181788
12	48337179	48350919	ZNF641	NM_152320
12	48472558	48473622	ANP32D	NM_012404
12	48482497	48496524	C12orf54	NM_152319
12	48567683	48571845	LALBA	NM_001384350
12	48525631	48528103	OR8S1	NM_001005203
12	48688457	48716707	CCNT1	NM_001240
12	48653210	48682238	KANSL2	NM_017822
12	48818495	48828941	CACNB3	NM_000725
12	48857144	48865870	RND1	NM_014470
12	48766195	48789089	ADCY6	NM_015270
12	48829755	48852163	DDX23	NM_004818
12	48995148	48999375	DDN	NM_015086
12	48923125	48925547	FKBP11	NM_001143782
12	48935722	48957487	ARF3	NM_001659
12	48904132	48921576	CCDC65	NM_033124
12	48965339	48971735	WNT10B	NM_003394
12	49002273	49018776	PRKAG1	NM_001206710
12	48978321	48982620	WNT1	NM_005430
12	49097139	49110900	LMBR1L	NM_001300750
12	49064675	49069979	RHEBL1	NM_001303126
12	49086655	49094801	DHH	NM_021044
12	49127783	49131395	TUBA1B	NM_006082
12	49184794	49189324	TUBA1A	NM_001270399
12	49228018	49274600	TUBA1C	NM_001303115
12	49323254	49331731	TROAP	NM_005480
12	49332408	49337188	C1QL4	NM_001008223
12	49346887	49353690	DNAJC22	NM_001304944
12	49295146	49298684	PRPH	NM_006262
12	49558298	49568142	MCRS1	NM_006337
12	49623560	49644665	PRPF40B	NM_012272
12	49587504	49605639	FAM186B	NM_032130
12	49741808	49764934	TMBIM6	NM_001098576
12	49836042	49843106	BCDIN3D	NM_181708
12	49866895	49903900	FAIM2	NM_012306
12	49989161	50025557	RACGAP1	NM_001126103
12	49972946	49977139	AQP6	NM_001652
12	49961871	49965682	AQP5	NM_001651
12	49950736	49958878	AQP2	NM_000486
12	50104007	50111312	GPD1	NM_005276
12	50129305	50167533	CERS5	NM_001281731
12	50085341	50100707	SMARCD1	NM_003076
12	50112235	50120453	COX14	NM_001257134
12	50764100	50821162	ATF1	NM_005171
12	50925014	50932507	METTL7A	NM_014033
12	50952543	50970700	HIGD1C	NM_001109619
12	51048326	51060424	LETMD1	NM_001351324
12	51061204	51083596	CSRNP2	NM_030809
12	51238723	51243933	DAZAP2	NM_001136264
12	51186935	51218062	POU6F1	NM_001330422
12	51281037	51324174	BIN2	NM_001290009
12	51328441	51346679	CELA1	NM_001971
12	51888102	51891727	ANKRD33	NM_001304459
12	51817898	51848718	FIGNL2	NM_001384996
12	52006945	52015889	TAMALIN	NM_181711
12	51907503	51923361	ACVRL1	NM_000020
12	51951698	51997078	ACVR1B	NM_020328
12	52069973	52077495	ATG101	NM_021934
12	52079703	52108255	SMIM41	NM_001369216
12	52168995	52192014	KRT80	NM_001081492
12	52233242	52248921	KRT7	NM_005556
12	52285912	52291534	KRT81	NM_002281
12	52393930	52406335	KRT82	NM_033033
12	52360005	52367481	KRT85	NM_002283
12	52314300	52321398	KRT83	NM_002282
12	52377811	52385652	KRT84	NM_033045
12	52446650	52452146	KRT6B	NM_005555
12	52487175	52493257	KRT6A	NM_005554
12	52514574	52520394	KRT5	NM_000424
12	52543908	52553145	KRT71	NM_033448
12	52468515	52473805	KRT6C	NM_173086
12	52585588	52601463	KRT72	NM_080747
12	52607569	52618559	KRT73	NM_175068
12	52644557	52652211	KRT2	NM_000423
12	52674735	52680407	KRT1	NM_006121
12	52565781	52573843	KRT74	NM_175053
12	52789684	52796117	KRT3	NM_057088
12	52806548	52814116	KRT4	NM_002272
12	52768154	52777345	KRT76	NM_015848
12	52948870	52952901	KRT18	NM_199187
12	52837809	52848994	KRT78	NM_173352
12	52897190	52949860	KRT8	NM_001256293
12	53006455	53042215	EIF4B	NM_001300821
12	53048948	53064378	TNS2	NM_015319
12	53064315	53079390	SPRYD3	NM_032840
12	53180721	53195142	ZNF740	NM_001004304
12	53157662	53180646	CSAD	NM_015989
12	53103485	53124535	SOAT2	NM_003578
12	53097666	53102340	IGFBP6	NM_002178
12	53191322	53207251	ITGB7	NM_000889
12	53295541	53299450	PFDN5	NM_002624
12	53326575	53344793	SP7	NM_001300837
12	53307459	53321610	AAAS	NM_015665
12	53251585	53254406	MFSD5	NM_001170790
12	53268298	53293637	ESPL1	NM_012291
12	53299694	53307177	MYG1	NM_021640
12	53423854	53431672	AMHR2	NM_020547
12	53441733	53446638	PRR13	NM_018457
12	53380175	53416442	SP1	NM_138473
12	53506687	53507484	NPFF	NM_001320296
12	53501282	53506431	TARBP2	NM_134323
12	53479668	53499458	MAP3K12	NM_001193511
12	53665159	53675419	ATP5MC2	NM_001330269
12	53708517	53727452	CALCOCO1	NM_020898
12	53973125	53977643	HOXC11	NM_014212
12	53985145	53990278	HOXC10	NM_017409
12	53938830	53946544	HOXC13	NM_017410
12	53954902	53958956	HOXC12	NM_173860
12	54016887	54056030	HOXC4	NM_014620
12	54016887	54030823	HOXC6	NM_153693
12	54008984	54012769	HOXC8	NM_022658
12	54033049	54035360	HOXC5	NM_018953
12	54180357	54188957	SMUG1	NM_001351246
12	54369135	54385779	ZNF385A	NM_001290002
12	54292106	54301037	NFE2	NM_001261461
12	54280725	54287087	HNRNPA1	NM_031157
12	54325130	54351845	COPZ1	NM_001271736
12	54362444	54364486	GPR84	NM_020370
12	54395260	54419266	ITGA5	NM_002205
12	54455956	54473602	GTSF1	NM_144594
12	54644588	54648365	DCD	NM_001300854
12	54630810	54634895	LACRT	NM_033277
12	54549392	54579239	PDE1B	NM_001288768
12	54579245	54588659	PPP1R1A	NM_006741
12	54854515	54858387	MUCL1	NM_058173
12	54948015	54984762	TESPA1	NM_001351149
12	55019973	55030017	NEUROD4	NM_021191
12	55129768	55130776	OR9K2	NM_001005243
12	55294287	55295232	OR6C6	NM_001005493
12	55221024	55221975	OR10A7	NM_001005280
12	55247287	55248226	OR6C74	NM_001005490
12	55365110	55366049	OR6C75	NM_001005497
12	55320599	55321538	OR6C1	NM_001005182
12	55400528	55401467	OR6C65	NM_001005518
12	55331700	55332636	OR6C3	NM_054104
12	55426253	55427192	OR6C76	NM_001005183
12	55551226	55552156	OR6C4	NM_001005494
12	55492377	55493316	OR6C68	NM_001005519
12	55469199	55470138	OR6C70	NM_001005499
12	55452213	55453152	OR6C2	NM_054105
12	55681735	55684610	METTL7B	NM_152637
12	55636891	55637833	OR10P1	NM_206899
12	55720392	55724742	RDH5	NM_001199771
12	55757269	55817724	SARNP	NM_033082
12	55725442	55729673	CD63	NM_001257389
12	55818040	55821879	ORMDL2	NM_014182
12	55716033	55719707	BLOC1S1	NM_001487
12	55743121	55757264	GDF11	NM_005811
12	55820959	55829636	DNAJC14	NM_032364
12	55932027	55954023	DGKA	NM_001351034
12	55954104	55966709	PMEL	NM_006928
12	55901412	55927894	PYM1	NM_032345
12	55973912	55996683	RAB5B	NM_001252036
12	56007503	56038435	IKZF4	NM_001351089
12	55997275	56005525	SUOX	NM_000456
12	56041917	56044697	RPS26	NM_001029
12	56128201	56144676	ESYT1	NM_001184796
