Gene	Chromosome	Start	End	Canonical
HTR7	10	90742481	90857671	NM_019859
ANKMY2	7	16600760	16645573	NM_020319
FAM45A	10	119104142	119136647	NM_001303111
SMC6	2	17665498	17745946	NM_001142286
STRADB	2	201454840	201480175	NM_001206864
PALM2-AKAP2	9	109780488	110168497	NM_007203
ABCC12	16	48083714	48146424	NM_033226
FSCN3	7	127593853	127600399	NM_020369
PITHD1	1	23778515	23787376	NM_020362
PLSCR3	17	7390384	7394110	NM_020360
SLC41A2	12	104805151	104928527	NM_032148
SLC7A6OS	16	68301274	68310926	NM_032178
EVA1A	2	75493235	75518140	NM_001135032
KIAA2012	2	202073627	202202567	NM_001277372
ZIK1	19	57584356	57591275	NM_001321146
C11orf49	11	46936729	47164252	NM_001003676
ARMC3	10	22931996	23037479	NM_173081
ICA1L	2	202779532	202829009	NM_138468
TTC23L	5	34839634	34896778	NM_001317949
CFI	4	109740892	109801971	NM_001318057
ZNF426	19	9528379	9536232	NM_001300883
KRTCAP2	1	155169439	155173302	NM_173852
ERBB3	12	56080300	56102055	NM_001982
PARD3B	2	204545999	205615813	NM_001302769
MRPS9	2	105038092	105099761	NM_182640
GPX6	6	28504291	28515743	NM_182701
GAREM1	18	32267870	32470428	NM_001242409
WNT8A	5	138084089	138091540	NM_001300939
ADGRB3	6	68638675	69388891	NM_001704
BTBD17	17	74356656	74361819	NM_001080466
SCRN1	7	29923956	29990240	NM_001145513
DYTN	2	206651817	206718279	NM_001093730
TMOD2	15	51766441	51808454	NM_014548
CCNYL1	2	207711896	207753698	NM_001330218
PLEKHM3	2	207828318	208001639	NM_001080475
CRYGC	2	208128202	208129792	NM_020989
S100A2	1	153561438	153563874	NM_005978
PRCC	1	156767771	156800460	NM_005973
TP53BP1	15	43407382	43493043	NM_005657
MNAT1	14	60734862	60968349	NM_002431
GLIS1	1	53506618	53594902	NM_147193
ZNF584	19	58409147	58417784	NM_001318002
SMAD3	15	67066154	67190536	NM_005902
PLCE1	10	94031046	94325080	NM_016341
CHMP2A	19	58551648	58554212	NM_198426
CIDEB	14	24305632	24307858	NM_001318807
FAM81B	5	95391389	95450282	NM_152548
SRFBP1	5	121962032	122027126	NM_152546
COX8A	11	63974680	63976320	NM_004074
KANSL1L	2	210022948	210154582	NM_152519
WDR5	9	134139877	134157993	NM_017588
ZNF780A	19	40072856	40089262	NM_001142579
LTBR	12	6375555	6390937	NM_002342
EIF5B	2	99337554	99399414	NM_015904
FAM173A	16	721274	722557	NM_023933
C16orf62	16	19555462	19700476	NM_020314
LAMP3	3	183124080	183162655	NM_014398
RBP1	3	139517626	139539718	NM_001130992
ACOT8	20	45841837	45857315	NM_005469
POLD2	7	44114784	44123559	NM_001256879
TNFRSF17	16	11965324	11967847	NM_001192
CPEB2	4	15002673	15066380	NM_001177382
DLGAP4	20	36431717	36527031	NM_014902
SP8	7	20784289	20786798	NM_198956
VIRMA	8	94488705	94553447	NM_015496
SPDYA	2	28816014	28849941	NM_182756
TPRG1L	1	3625072	3628603	NM_182752
DDX53	X	23000057	23001953	NM_182699
SELENOV	19	39515212	39519148	NM_182704
UFSP2	4	185400391	185425868	NM_018359
VPS8	3	184824632	185052025	NM_001349295
GRM3	7	86765145	86864355	NM_000840
ATG4B	2	241637714	241672264	NM_178326
RUFY4	2	218070605	218090054	NM_198483
NR1D1	17	40093082	40100094	NM_021724
ANKH	5	14711196	14871447	NM_054027
GPBAR1	2	218262724	218263717	NM_001077191
RNF24	20	3934062	3974387	NM_007219
AGXT2	5	34998718	35047892	NM_031900
DUX4	4	190173773	190175048	NM_001306068
TMEM63C	14	77218813	77256726	NM_020431
CTDSP1	2	218398412	218404425	NM_021198
VIL1	2	218423778	218449336	NM_007127
AAGAB	15	67202820	67254631	NM_001271886
S1PR3	9	89001200	89002337	NM_005226
EML4	2	42169611	42330207	NM_019063
MLST8	16	2206085	2208877	NM_022372
ZFP36L1	14	68789532	68796149	NM_004926
CHMP2B	3	87227522	87253822	NM_014043
CHMP4A	14	24209876	24213568	NM_014169
CCDC113	16	58250014	58279777	NM_014157
ZC3H7A	16	11751316	11782354	NM_014153
SAP18	13	21140552	21147342	NM_005870
MYH9	22	36282667	36349236	NM_002473
PPIB	15	64156022	64162986	NM_000942
HP1BP3	1	20744796	20780440	NM_016287
WNT6	2	218860037	218873845	NM_006522
CRYBA2	2	218990251	218993176	NM_057093
ZNF474	5	122151990	122153085	NM_207317
HIST1H2AA	6	25726131	25726527	NM_170745
RASSF5	1	206507602	206586978	NM_182663
SLC23A3	2	219161908	219169984	NM_001144890
TFE3	X	49030157	49043226	NM_006521
DNAJC21	5	34929819	34954714	NM_194283
PCDHA2	5	140794964	141009937	NM_018905
MPP3	17	43801700	43831981	NM_001330233
SUPT20HL1	X	24362760	24365424	NM_001136234
SUPT20HL2	X	24310861	24313315	NM_001136233
CHP2	16	23755049	23757583	NM_022097
TOR4A	9	137278689	137279961	NM_017723
FAM46C	1	117622868	117624044	NM_017709
ESRP1	8	94641318	94705945	NM_017697
MMP17	12	131828494	131851274	NM_016155
C6	5	41142824	41203230	NM_001115131
TLR5	1	223110454	223113031	NM_003268
TNFAIP8L2-SCNM1	1	151166524	151169085	NM_001204848
LOR	1	153260949	153261888	NM_000427
LAMA2	6	128883245	129516347	NM_000426
DDX3Y	Y	12904936	12918122	NM_001122665
EFNB2	13	106493039	106534964	NM_004093
E2F2	1	23509879	23530793	NM_004091
GTF2F1	19	6380280	6392995	NM_002096
MYD88	3	38138661	38141286	NM_001172567
MYC	8	127736593	127740958	NM_002467
MYBL2	20	43667283	43716087	NM_002466
SAC3D1	11	65041292	65044727	NM_013299
TRA2A	7	23505558	23531824	NM_001282759
GMPPA	2	219499975	219506798	NM_205847
ASIC4	2	219514343	219538046	NM_018674
CHPF	2	219539382	219543538	NM_024536
TMEM198	2	219544727	219549854	NM_001303098
OBSL1	2	219550834	219571232	NM_015311
PNMA8B	19	46493557	46495465	NM_020709
IL3RA	Y	1341765	1382465	NM_002183
ZC2HC1C	14	75070573	75077564	NM_024643
LTC4S	5	179794080	179796394	NM_145867
CCDC140	2	222303902	222304394	NM_153038
CREB3L1	11	46278111	46320746	NM_052854
ZNF486	19	20167330	20198102	NM_052852
FAM78A	9	131260821	131276179	NM_033387
ECH1	19	38815612	38831772	NM_001398
NT5DC1	6	116100930	116244024	NM_152729
WDR72	15	53517698	53733149	NM_182758
COQ8B	19	40692034	40714632	NM_024876
TRMT1	19	13104934	13116399	NM_017722
MYO1A	12	57028754	57048323	NM_001256041
CASD1	7	94510084	94555758	NM_022900
MYL2	12	110911076	110920529	NM_000432
PAFAH1B1	17	2638288	2681802	NM_000430
KRT17	17	41619593	41624509	NM_000422
ERCC4	16	13920165	13948347	NM_005236
NYAP2	2	225408880	225651565	NM_020864
C2orf83	2	227611393	227633085	NM_001162483
KDM3B	5	138352795	138435700	NM_016604
FAIM2	12	49870503	49903792	NM_012306
CORO1C	12	108647402	108702949	NM_001276471
RHBDD2	7	75879082	75888349	NM_001346186
LDHC	11	18412717	18451127	NM_002301
JSRP1	19	2252328	2255314	NM_144616
ARHGAP35	19	46918675	47000688	NM_004491
AMBP	9	114060238	114078209	NM_001633
FBXW10	17	18744244	18779298	NM_001267585
C7orf71	7	26639144	26646540	NM_001145531
DHX8	17	43484037	43536478	NM_001322216
ORC2	2	200911300	200958123	NM_006190
CDT1	16	88803831	88808278	NM_030928
NECTIN4	1	161072660	161089296	NM_030916
OR2A4	6	131700468	131701401	NM_030908
OR2T1	1	56200	248407104	NM_030904
OR2W1	6	309770	29045175	NM_030903
LRRC3	21	44456644	44457418	NM_030891
OR7A17	19	14880425	14881355	NM_030901
GPR63	6	96798471	96799731	NM_001143957
PTCD1	7	99419966	99435242	NM_015545
KBTBD2	7	32869344	32879604	NM_015483
THAP4	2	241584605	241637017	NM_015963
CCL3	17_KI270857v1_alt	42768	36090058	NM_002983
MIER2	19	306689	344782	NM_017550
EPDR1	7	37920939	37950396	NM_017549
TBC1D22B	6	37257917	37331172	NM_017772
LECT2	5	135947330	135954833	NM_002302
DBNL	7	44044737	44060916	NM_001122956
CYP11A1	15	74337971	74367585	NM_001099773
ZKSCAN8	6	28148407	28154017	NM_001278119
DEFB118	20	31368650	31373170	NM_054112
BCAT2	19	48795425	48811007	NM_001284325
CCT6A	7	56051848	56063085	NM_001762
PRSS56	2	232520598	232525506	NM_001195129
MRPL2	6	43054273	43059381	NM_015950
TIGD1	2	232548106	232549882	NM_145702
SNRNP40	1	31260071	31296751	NM_004814
NMT2	10	15109194	15168612	NM_004808
HS6ST1	2	128268161	128318563	NM_004807
NXT2	X	109535882	109542688	NM_018698
GSG1L	16	27791369	28063424	NM_001323900
C4orf33	4	129102610	129111791	NM_173487
CYLD	16	50749698	50796508	NM_015247
ANKS1A	6	34889402	35088609	NM_015245
DEFB103A	8	112054	7882568	NM_001081551
L2HGDH	14	50247057	50312150	NM_024884
PAX3	2	222201173	222298615	NM_181458
SAG	2	233309189	233346912	NM_000541
KRT222	17	40656401	40665099	NM_152349
LSM12	17	44036207	44066587	NM_152344
SPATA32	17	45254425	45262016	NM_152343
TARSL2	15	101654581	101724387	NM_152334
ACOT4	14	73591959	73595654	NM_152331
APLF	2	68467731	68578022	NM_173545
HJURP	2	233837576	233854500	NM_018410
PCIF1	20	45938999	45947755	NM_022104
SPP2	2	234050786	234070013	NM_006944
PTTG1	5	160422312	160428681	NM_001282382
ATP5J2	7	99458326	99466141	NM_004889
GBX2	2	236165913	236167971	NM_001301687
HLCS	21	36754245	36938883	NM_001242784
IL10RA	11	117986467	117999641	NM_001558
EPRS	1	219968805	220046388	NM_004446
NDST2	10	73802450	73808388	NM_003635
BCORL1	X	130005231	130056136	NM_001184772
EEF1B2	2	206159979	206162883	NM_001959
MST1	3	49684027	49688691	NM_020998
TMSB4X	X	12976261	12976811	NM_021109
CACNA1H	16	1153737	1220994	NM_021098
ILVBL	19	15115251	15125059	NM_006844
RBM44	2	237813606	237834401	NM_001080504
CCDC137	17	81666766	81672704	NM_199287
CALB2	16	71358792	71389865	NM_001740
GPR26	10	123666407	123688160	NM_153442
GGT7	20	34845327	34872815	NM_178026
ERFE	2	238159007	238167054	NM_001291832
ILKAP	2	238170535	238203553	NM_030768
ZNF75D	X	135287136	135294140	NM_007131
PAPPA2	1	176556322	176842454	NM_020318
PROK2	3	71772723	71785052	NM_001126128
ATG101	12	52073650	52077190	NM_021934
P4HA2	5	132193009	132218626	NM_004199
ZBTB24	6	109465850	109482026	NM_014797
PDGFRB	5	150115762	150137047	NM_002609
ZNF473	19	50031082	50047059	NM_015428
ACKR2	3	42864502	42865657	NM_001296
CLDN3	7	73769386	73770049	NM_001306
OR6B2	2	240029490	240030429	NM_001005853
OR6B3	2	240045076	240046072	NM_173351
MRPS14	1	175014668	175023408	NM_022100
TNN	1	175077418	175147071	NM_022093
GPR35	2	240618942	240630882	NM_001195381
AQP12B	2	240676544	240682837	NM_001102467
AQP12A	2	240691913	240698356	NM_198998
FLG	1	152302699	152315456	NM_002016
CYC1	8	144095099	144097336	NM_001916
FOXO1	13	40559522	40666212	NM_002015
FHIT	3	59752225	60536962	NM_001320900
ANO7	2	241188611	241224153	NM_001001891
OOSP2	11	60040459	60047073	NM_173801
FSIP2	2	185738894	185833226	NM_173651
DYNAP	18	54587847	54598145	NM_173629
C5orf64	5	61643363	61704033	NM_173667
DTWD2	5	118840916	118988511	NM_173666
PIGO	9	35089091	35095565	NM_032634
ZNF622	5	16451656	16465665	NM_033414
WNT7B	22	45922855	45976754	NM_058238
ZNF764	16	30555193	30558182	NM_033410
ATG16L2	11	72814445	72829390	NM_001318766
ZC3H12C	11	110093411	110165737	NM_033390
NKD2	5_KI270792v1_alt	27564	1038373	NM_001271082
C20orf78	20	18809775	18830051	NM_001242671
PRKAB2	1	147159564	147172144	NM_005399
CCL13	17	34356526	34358131	NM_005408
PPP1R3C	10	91629926	91632969	NM_005398
CD180	5	67182856	67196641	NM_005582
PAN3	13	28138657	28292522	NM_175854
PLPPR4	1	99264449	99307010	NM_014839
NINJ2	12	565234	663498	NM_016533
GAL3ST2	2	241776955	241804166	NM_022134
WWTR1	3	149520804	149657306	NM_001348362
TFF2	21	42346532	42350957	NM_005423
RTP5	2	81854	241873274	NM_173821
ECI2	6	4115873	4135560	NM_001166010
ULK1	12	131895001	131921361	NM_003565
USP6NL	10	11462440	11597634	NM_014688
CCSAP	1	229325234	229342465	NM_145257
C14orf79	14	104986431	104994759	NM_174891
NDUFAF2	5	60945255	61152955	NM_174889
FBXO36	2	229922513	230010884	NM_174899
PARD6G	18	80159770	80247348	NM_032510
RSPO4	20	960356	1002164	NM_001029871
PSMF1	20	1118773	1166254	NM_178578
TMEM74B	20	1180847	1183801	NM_018354
RAD21L1	20	1228453	1254457	NM_001136566
PCDHB15	5	141245578	141247942	NM_018935
PRSS21	16	2817268	2821605	NM_006799
NSFL1C	20	1443748	1466824	NM_001206736
SIRPB2	20	1476166	1491359	NM_001122962
SIRPA	20	1895447	1937568	NM_001330728
STK35	20	2101881	2117378	NM_080836
TGM6	20	2380968	2432643	NM_198994
SPRYD4	12	56468591	56469577	NM_207344
TMC2	20	2536621	2641351	NM_080751
SHTN1	10	116886343	117005079	NM_001127211
EBF4	20	2693145	2758979	NM_001110514
BCAP29	7	107580772	107618605	NM_018844
TMEM239	20	2816334	2817013	NM_001318207
LRRTM2	5	138873009	138874911	NM_015564
CHD5	1	6106279	6180023	NM_015557
KLK13	19	51056586	51065067	NM_015596
CFAP61	20	20056653	20360410	NM_015585
RBM25	14	73071641	73119805	NM_021239
PTPRA	20	2964277	3038133	NM_002836
SMIM11A	21	7748975	34385642	NM_058182
GNRH2	20	3044414	3045736	NM_001501
OXT	20	3071655	3072418	NM_000915
MORC1	3	108958964	109118059	NM_014429
LIN28A	1	26410891	26426458	NM_024674
KCNAB3	17	7923101	7929435	NM_004732
C20orf194	20	3252571	3407557	NM_001009984
FRMPD3	X	107522449	107603373	NM_032428
HHIPL1	14	99625047	99675626	NM_001127258
ADAM33	20	3668962	3682004	NM_025220
PGM5	9	68357127	68529656	NM_021965
HSPA12B	20	3738674	3752166	NM_052970
C20orf27	20	3754057	3760100	NM_001258430
SPOCK2	10	72062759	72088328	NM_001244950
KIAA0100	17	28615063	28645056	NM_014680
GGCX	2	85549933	85561428	NM_000821
CCDC85A	2	56184624	56384355	NM_001348512
CBFA2T2	20	33490267	33644646	NM_005093
TNFSF18	1	173041366	173050962	NM_005092
TIGD5	8_KI270816v1_alt	87943	143599832	NM_032862
HOXA10	7	27171898	27174306	NM_018951
MRPL50	9	101390465	101398592	NM_019051
CYB561D2	3	50351433	50353744	NM_007022
UCHL3	13	75549820	75605812	NM_001270952
EPGN	4	74308533	74314637	NM_001270989
PECR	2	216039274	216081741	NM_018441
STYK1	12	10620143	10634618	NM_018423
CCR10	17	42679552	42681823	NM_016602
TIMMDC1	3	119498733	119523756	NM_016589
FAF1	1	50441439	50959811	NM_007051
IL19	1	206798894	206842622	NM_013371
ENPP6	4	184091176	184217819	NM_153343
NOM1	7	156949737	156969703	NM_138400
OGT	X	71533299	71573794	NM_181672
AGBL3	7	134987933	135135261	NM_178563
EPB41L1	20	36125443	36229340	NM_001258329
RPL7A	9	133348243	133351366	NM_000972
MMP26	11	4988211	4992242	NM_021801
SDR42E1	16	81999110	82000858	NM_145168
FAM26F	6	116461420	116463705	NM_001010919
CCDC7	10	32451642	32876393	NM_001321115
DLK2	6	43450538	43454825	NM_206539
CCDC102B	18	68836763	69054137	NM_001093729
WDR83OS	19	12668358	12669403	NM_016145
ZNF662	3	42906351	42915354	NM_207404
VAX2	2	70900621	70933204	NM_012476
ELAVL2	9	23692556	23849933	NM_001351455
FAM220A	7	6330374	6331154	NM_001037163
SNTB2	16	69187166	69300924	NM_006750
KIAA0141	5	141923941	141938759	NM_014773
BANF2	20	17693688	17735811	NM_178477
ABCA1	9	104784314	104903679	NM_005502
FAM50A	X	154444235	154450432	NM_004699
HOXA1	7	27094439	27095912	NM_005522
TRMT12	8	124450927	124452274	NM_017956
NODAL	10	70432935	70441667	NM_018055
GPHN	14	66508527	67180937	NM_020806
KCNIP1	5	170353876	170735806	NM_001278340
KLLN	10	87861950	87862487	NM_001126049
SMIM4	3	52536755	52540485	NM_001124767
VAT1	17	43016060	43022322	NM_006373
PMM1	22	41577317	41589805	NM_002676
PLRG1	4	154536684	154550308	NM_002669
ZRSR2	X	15790495	15823242	NM_005089
LAT2	7	74215975	74224742	NM_032464
TBC1D10A	22	30292374	30326881	NM_001204240
ZNRF4	19	5455491	5456781	NM_181710
C4orf26	4	75556082	75564533	NM_001206981
CDC123	10	12196245	12250337	NM_006023
STAMBP	2	73830856	73862259	NM_213622
ZBTB25	14	64449550	64490533	NM_001304507
DDX25	11	125904517	125922881	NM_001330438
VPS51	11	65096250	65111587	NM_013265
SLC48A1	12	47773304	47780281	NM_017842
NKX2-4	20	21395910	21397399	NM_033176
NKX2-2	20	21511922	21513669	NM_002509
KCNS3	2	17931008	17932484	NM_001282428
AMOTL1	11	94768511	94870795	NM_130847
CST8	20	23491667	23495914	NM_005492
PCDHB14	5	141223505	141225902	NM_018934
CST4	20	23685893	23688969	NM_001899
ESD	13	46771415	46791413	NM_001984
CST5	20	23876187	23879676	NM_001900
TFAP2C	20	56629544	56638013	NM_003222
FEM1A	19	4791854	4793864	NM_018708
CYTH4	22	37282569	37313511	NM_001318024
ADH1A	4	99276623	99290914	NM_000667
GINS1	20	25407820	25445991	NM_021067
PRAF2	X	49071868	49073987	NM_007213
GALNT6	12	51354378	51379781	NM_007210
ADAM23	2	206443866	206617627	NM_003812
DNAH17	17	78423905	78575057	NM_173628
PIGS	17	28554219	28571496	NM_033198
SEMA4D	9	89362401	89405456	NM_006378
ZNF514	2	95149281	95158983	NM_001318005
KIAA1161	9	34370798	34372943	NM_020702
C3orf14	3	62320471	62333389	NM_020685
CNBD1	8	86866495	87382627	NM_173538
SREBF2	22	41833270	41905660	NM_004599
RPL3	22	39312939	39319597	NM_000967
ERMP1	9	5787143	5833027	NM_024896
MROH2A	2	233779358	233833259	NM_001287395
UBP1	3	33390330	33439848	NM_014517
NME7	1	169132784	169367710	NM_013330
RAD51C	17	58692643	58734222	NM_058216
KLHDC9	1	161098535	161100224	NM_001007255
ZBTB1	14	64521504	64531897	NM_014950
MTO1	6	73461854	73500735	NM_001123226
CLDN12	7	90412676	90413411	NM_001185072
TOP2A	17	40389518	40417791	NM_001067
FAM234A	16	254413	265022	NM_032039
ITK	5	157180977	157252678	NM_005546
BPIFB2	20	33008574	33023383	NM_025227
ADGRG5	16	57562093	57575538	NM_153837
BPIFB4	20	33081526	33111437	NM_182519
MRPS18A	6	43671761	43687779	NM_018135
BPIFA3	20	33217536	33227617	NM_178466
GPR174	X	79171007	79172009	NM_032553
KISS1R	19	917502	920748	NM_032551
VTN	17	28367368	28370203	NM_000638
CXCR1	2	218164158	218165211	NM_000634
ZNF814	19	57872821	57888802	NM_001144989
LAMA4	6	112109436	112254150	NM_001105206
BBOF1	14	74019478	74064699	NM_025057
C1orf27	1	186379785	186419076	NM_017847
C20orf144	20	33662345	33663867	NM_080825
ANKRD62	18	12094017	12127939	NM_001277333
VAMP8	2	85577646	85581716	NM_003761
COL4A4	2	227007324	227147483	NM_000092
MMS19	10	97458691	97498384	NM_001351356
DLX3	17	49991516	49994998	NM_005220
APOL2	22	36227403	36233162	NM_145637
ZNF823	19	11721700	11738819	NM_001080493
KCNN1	19	17973888	17998406	NM_002248
MYH7B	20	34975494	35002188	NM_020884
NCAPD3	11	134152943	134223926	NM_015261
MTMR11	1	149928866	149936647	NM_001145862
CCDC106	19	55649046	55652746	NM_013301
C20orf203	20	32650431	32651152	NM_182584
ZNF684	1	40533166	40547460	NM_152373
BMP3	4	81031284	81053536	NM_001201
NDUFAF6	8	95025008	95057937	NM_001330582
MCOLN1	19	7522750	7533795	NM_020533
RAB11B	19	8390416	8403558	NM_004218
PWWP2B	10	132397226	132417074	NM_138499
TMEM129	4	1717179	1720837	NM_001127266
PHOSPHO1	17	49224245	49226691	NM_001143804
DCAF12L1	X	126551216	126552608	NM_178470
SLA2	20	36613865	36641335	NM_032214
FOXRED1	11	126269206	126277689	NM_017547
IVD	15	40405818	40418263	NM_002225
SOGA1	20	36777773	36863344	NM_080627
TLDC2	20	36876174	36889386	NM_080628
PFKFB2	1	207054717	207079019	NM_006212
GIGYF1	7	100681718	100688238	NM_022574
DIRC1	2	188734605	188734920	NM_052952
CADM3	1	159171765	159200922	NM_021189
FERD3L	7	19144861	19145362	NM_152898
SNX21	20	45833919	45842043	NM_001042633
SEMA4B	15	90191988	90228643	NM_020210
AKR1C1	10	4963444	4977742	NM_001353
CHI3L2	1	111227729	111242364	NM_001025199
NCOA5	20	46062299	46079424	NM_001348149
SLC7A14	3	170467054	170526936	NM_020949
PKHD1L1	8	109362580	109530090	NM_177531
SOX9	17	72121391	72124387	NM_000346
ZNF70	22	23743799	23745140	NM_021916
LCMT1	16	25111883	25178023	NM_016309
VSTM2L	20	37903350	37944253	NM_080607
AKT1	14	104770340	104792643	NM_005163
CSNK2A2	16	58164070	58197736	NM_001896
RALGAPB	20	38488432	38574967	NM_020336
ARHGAP40	20	38601942	38649848	NM_001164431
GNG7	19	2515021	2520688	NM_052847
MAFB	20	40687878	40688850	NM_005461
HGSNAT	8	43140496	43199569	NM_152419
MS4A1	11	60462374	60468468	NM_152866
SP7	12	53328145	53335646	NM_001300837
TMEM18	2	669579	677345	NM_152834
KCNE4	2	223052144	223053343	NM_080671
RIMS3	1	40626516	40641925	NM_014747
EMILIN3	20	41361267	41366634	NM_052846
SERPINB1	6	2833607	2840586	NM_030666
MATN4	20	45293766	45305582	NM_003833
COASY	17	42562411	42565968	NM_025233
PIGZ	3	196947156	196952031	NM_025163
DEPDC1	1	68476931	68496999	NM_001114120
APOLD1	12	12726000	12787652	NM_001130415
CSRNP2	12	51063745	51076561	NM_030809
OR51E2	11	4681748	4682711	NM_030774
FCRL2	1	157746735	157777073	NM_030764
VSIR	10	71751252	71773439	NM_022153
ZASP	7	100574049	100574556	NM_001289933
MARCH6	5	10353898	10433684	NM_005885
UPK3BL1	7	102637524	102642741	NM_001114403
ZNF649	19	51890617	51900107	NM_023074
SERINC3	20	44500295	44521951	NM_006811
ZMAT3	3	179025016	179067752	NM_152240
TBX15	1	118884731	118987795	NM_001330677
SULT1C4	2	108378337	108387432	NM_006588
KCNK15	20	44745910	44750838	NM_022358
RIMS4	20	44756133	44810271	NM_001205317
LUC7L3	17	50719732	50750937	NM_001330330
WFDC5	20	45110008	45115083	NM_145652
RIOX1	14	73491017	73492943	NM_024644
STX8	17	9250577	9575808	NM_004853
ONECUT2	18	57435716	57476723	NM_004852
SYS1	20	45363531	45374294	NM_001099791
PIGT	20	45416156	45425826	NM_015937
RHBG	1	156369249	156384845	NM_001256395
SPINT3	20	45512650	45515608	NM_006652
WFDC6	20	45534466	45539407	NM_080827
LIN7C	11	27498648	27506752	NM_018362
EPPIN	20	45542143	45547357	NM_020398
TMEM190	19	55376853	55378203	NM_139172
FAM124A	13	51222501	51281256	NM_145019
WFDC10A	20	45629813	45631018	NM_080753
WFDC11	20	45648718	45650600	NM_147197
WFDC10B	20	45684829	45704991	NM_172006
CILP2	19	19538349	19546016	NM_153221
WFDC13	20	45702123	45705905	NM_172005
WFDC3	20	45774427	45789975	NM_080614
DNTTIP1	20	45792004	45811195	NM_052951
SURF6	9	133331868	133336132	NM_006753
RNF220	1	44412097	44650775	NM_018150
ARL14EP	11	30330948	30336795	NM_152316
RPL41	12	56116787	56117524	NM_001035267
TMSB10	2	84906017	84906423	NM_021103
KCNC3	19	50320245	50329082	NM_004977
TERF2IP	16	75647882	75656611	NM_018975
DDX49	19	18919741	18928316	NM_019070
SNTG2	2	950996	1367474	NM_018968
RBM48	7	92528813	92536937	NM_032120
NUP188	9	128947719	129006678	NM_015354
NFYA	6	41079089	41097410	NM_002505
FRY	13	32031795	32295460	NM_023037
SLC13A3	20	46560021	46651421	NM_001011554
HPR	16	72063255	72077081	NM_020995
PLSCR1	3	146516044	146536552	NM_021105
MIGA1	1	77779655	77875064	NM_001270384
KCNE1	21	34449244	34449634	NM_000219
APOBEC3A	22	38957691	38962509	NM_145699
GLIPR1L2	12	75391116	75431161	NM_001270396
APOBEC3B	22	38982453	38992445	NM_004900
